Run;MethodName;Duration(ms)
377;InsertParentWithChildren;19.5459
377;GetParentsWithChildren;1.6615
377;UpdateParentWithChildren;9.5750
377;DeleteParentWithChildren;21.3822
378;InsertParentWithChildren;9.4590
378;GetParentsWithChildren;1.6306
378;UpdateParentWithChildren;20.7184
378;DeleteParentWithChildren;20.9621
379;InsertParentWithChildren;21.8039
379;GetParentsWithChildren;1.8968
379;UpdateParentWithChildren;19.8359
379;DeleteParentWithChildren;9.8331
380;InsertParentWithChildren;19.7892
380;GetParentsWithChildren;1.8068
380;UpdateParentWithChildren;19.8156
380;DeleteParentWithChildren;21.9987
381;InsertParentWithChildren;16.9207
381;GetParentsWithChildren;1.6566
381;UpdateParentWithChildren;47.6739
381;DeleteParentWithChildren;23.0086
382;InsertParentWithChildren;8.5571
382;GetParentsWithChildren;1.3686
382;UpdateParentWithChildren;9.3575
382;DeleteParentWithChildren;22.4773
383;InsertParentWithChildren;16.1768
383;GetParentsWithChildren;1.6581
383;UpdateParentWithChildren;20.2357
383;DeleteParentWithChildren;21.5020
384;InsertParentWithChildren;8.0567
384;GetParentsWithChildren;1.2258
384;UpdateParentWithChildren;20.2101
384;DeleteParentWithChildren;21.5636
385;InsertParentWithChildren;12.4017
385;GetParentsWithChildren;1.4547
385;UpdateParentWithChildren;19.9788
385;DeleteParentWithChildren;20.4996
386;InsertParentWithChildren;20.8175
386;GetParentsWithChildren;1.7534
386;UpdateParentWithChildren;19.4529
386;DeleteParentWithChildren;37.5238
387;InsertParentWithChildren;21.8332
387;GetParentsWithChildren;1.9903
387;UpdateParentWithChildren;20.6184
387;DeleteParentWithChildren;11.8026
388;InsertParentWithChildren;21.0957
388;GetParentsWithChildren;1.5966
388;UpdateParentWithChildren;19.4311
388;DeleteParentWithChildren;20.7761
389;InsertParentWithChildren;21.0268
389;GetParentsWithChildren;1.6551
389;UpdateParentWithChildren;20.7451
389;DeleteParentWithChildren;21.2112
390;InsertParentWithChildren;9.2801
390;GetParentsWithChildren;1.3581
390;UpdateParentWithChildren;20.7666
390;DeleteParentWithChildren;21.1330
391;InsertParentWithChildren;8.6345
391;GetParentsWithChildren;1.3505
391;UpdateParentWithChildren;55.5032
391;DeleteParentWithChildren;21.5895
392;InsertParentWithChildren;20.2890
392;GetParentsWithChildren;1.6291
392;UpdateParentWithChildren;20.8769
392;DeleteParentWithChildren;20.6160
393;InsertParentWithChildren;20.3616
393;GetParentsWithChildren;1.4904
393;UpdateParentWithChildren;19.8627
393;DeleteParentWithChildren;21.1196
394;InsertParentWithChildren;16.4486
394;GetParentsWithChildren;1.4378
394;UpdateParentWithChildren;19.5917
394;DeleteParentWithChildren;21.1117
395;InsertParentWithChildren;12.5228
395;GetParentsWithChildren;1.5240
395;UpdateParentWithChildren;10.3220
395;DeleteParentWithChildren;21.8297
396;InsertParentWithChildren;21.0136
396;GetParentsWithChildren;1.6935
396;UpdateParentWithChildren;20.4065
396;DeleteParentWithChildren;39.8629
397;InsertParentWithChildren;21.2221
397;GetParentsWithChildren;1.7470
397;UpdateParentWithChildren;10.0364
397;DeleteParentWithChildren;9.8823
398;InsertParentWithChildren;9.6311
398;GetParentsWithChildren;1.4243
398;UpdateParentWithChildren;19.2381
398;DeleteParentWithChildren;21.6801
399;InsertParentWithChildren;20.2542
399;GetParentsWithChildren;1.4706
399;UpdateParentWithChildren;20.7962
399;DeleteParentWithChildren;21.4442
400;InsertParentWithChildren;19.8831
400;GetParentsWithChildren;1.4612
400;UpdateParentWithChildren;19.4856
400;DeleteParentWithChildren;21.1970
401;InsertParentWithChildren;20.8139
401;GetParentsWithChildren;24.2823
401;UpdateParentWithChildren;52.4319
401;DeleteParentWithChildren;11.5989
402;InsertParentWithChildren;8.5438
402;GetParentsWithChildren;2.1168
402;UpdateParentWithChildren;7.1569
402;DeleteParentWithChildren;10.1527
403;InsertParentWithChildren;8.7581
403;GetParentsWithChildren;2.2083
403;UpdateParentWithChildren;8.7379
403;DeleteParentWithChildren;43.5413
404;InsertParentWithChildren;7.9669
404;GetParentsWithChildren;1.8204
404;UpdateParentWithChildren;8.7254
404;DeleteParentWithChildren;21.1531
405;InsertParentWithChildren;12.2037
405;GetParentsWithChildren;1.9766
405;UpdateParentWithChildren;19.9246
405;DeleteParentWithChildren;10.9237
406;InsertParentWithChildren;8.6123
406;GetParentsWithChildren;1.6458
406;UpdateParentWithChildren;19.7508
406;DeleteParentWithChildren;21.3879
407;InsertParentWithChildren;20.6098
407;GetParentsWithChildren;2.0055
407;UpdateParentWithChildren;19.4390
407;DeleteParentWithChildren;21.9246
408;InsertParentWithChildren;21.0426
408;GetParentsWithChildren;2.2386
408;UpdateParentWithChildren;10.8160
408;DeleteParentWithChildren;10.6477
409;InsertParentWithChildren;20.9485
409;GetParentsWithChildren;2.2939
409;UpdateParentWithChildren;18.9786
409;DeleteParentWithChildren;9.4079
410;InsertParentWithChildren;20.0534
410;GetParentsWithChildren;1.6969
410;UpdateParentWithChildren;33.1116
410;DeleteParentWithChildren;20.7737
411;InsertParentWithChildren;12.5400
411;GetParentsWithChildren;2.2182
411;UpdateParentWithChildren;18.7170
411;DeleteParentWithChildren;19.3623
412;InsertParentWithChildren;17.4344
412;GetParentsWithChildren;2.0994
412;UpdateParentWithChildren;19.4069
412;DeleteParentWithChildren;19.7764
413;InsertParentWithChildren;20.3411
413;GetParentsWithChildren;2.0599
413;UpdateParentWithChildren;19.7977
413;DeleteParentWithChildren;21.8241
414;InsertParentWithChildren;20.3480
414;GetParentsWithChildren;2.3050
414;UpdateParentWithChildren;18.9898
414;DeleteParentWithChildren;8.9492
415;InsertParentWithChildren;13.0690
415;GetParentsWithChildren;2.0967
415;UpdateParentWithChildren;54.4724
415;DeleteParentWithChildren;10.0334
416;InsertParentWithChildren;13.0520
416;GetParentsWithChildren;2.0854
416;UpdateParentWithChildren;8.7744
416;DeleteParentWithChildren;21.7099
417;InsertParentWithChildren;20.2594
417;GetParentsWithChildren;1.8549
417;UpdateParentWithChildren;19.5310
417;DeleteParentWithChildren;21.0980
418;InsertParentWithChildren;20.6652
418;GetParentsWithChildren;1.8763
418;UpdateParentWithChildren;19.1268
418;DeleteParentWithChildren;20.7728
419;InsertParentWithChildren;19.8531
419;GetParentsWithChildren;1.8708
419;UpdateParentWithChildren;20.2358
419;DeleteParentWithChildren;54.2167
420;InsertParentWithChildren;17.0537
420;GetParentsWithChildren;1.8170
420;UpdateParentWithChildren;19.6215
420;DeleteParentWithChildren;11.2038
421;InsertParentWithChildren;12.8328
421;GetParentsWithChildren;2.3539
421;UpdateParentWithChildren;18.5967
421;DeleteParentWithChildren;21.4860
422;InsertParentWithChildren;9.8163
422;GetParentsWithChildren;2.3132
422;UpdateParentWithChildren;9.4371
422;DeleteParentWithChildren;9.6789
423;InsertParentWithChildren;20.5282
423;GetParentsWithChildren;2.0461
423;UpdateParentWithChildren;19.7811
423;DeleteParentWithChildren;20.9492
424;InsertParentWithChildren;20.8299
424;GetParentsWithChildren;1.9888
424;UpdateParentWithChildren;10.4944
424;DeleteParentWithChildren;11.1489
425;InsertParentWithChildren;36.5167
425;GetParentsWithChildren;2.5455
425;UpdateParentWithChildren;10.9482
425;DeleteParentWithChildren;21.1971
426;InsertParentWithChildren;9.6005
426;GetParentsWithChildren;2.0090
426;UpdateParentWithChildren;23.6165
426;DeleteParentWithChildren;20.8337
427;InsertParentWithChildren;21.5849
427;GetParentsWithChildren;2.1323
427;UpdateParentWithChildren;20.7834
427;DeleteParentWithChildren;22.0621
428;InsertParentWithChildren;22.5265
428;GetParentsWithChildren;2.1870
428;UpdateParentWithChildren;14.4096
428;DeleteParentWithChildren;22.3664
429;InsertParentWithChildren;12.9480
429;GetParentsWithChildren;2.1828
429;UpdateParentWithChildren;20.5290
429;DeleteParentWithChildren;22.1409
430;InsertParentWithChildren;43.0131
430;GetParentsWithChildren;2.0477
430;UpdateParentWithChildren;9.7026
430;DeleteParentWithChildren;22.0725
431;InsertParentWithChildren;19.9000
431;GetParentsWithChildren;2.4035
431;UpdateParentWithChildren;19.1604
431;DeleteParentWithChildren;21.2424
432;InsertParentWithChildren;21.3621
432;GetParentsWithChildren;2.1130
432;UpdateParentWithChildren;19.3141
432;DeleteParentWithChildren;21.6158
433;InsertParentWithChildren;20.8786
433;GetParentsWithChildren;2.3672
433;UpdateParentWithChildren;18.6464
433;DeleteParentWithChildren;10.7321
434;InsertParentWithChildren;19.7207
434;GetParentsWithChildren;2.0734
434;UpdateParentWithChildren;19.9689
434;DeleteParentWithChildren;21.9878
435;InsertParentWithChildren;9.7331
435;GetParentsWithChildren;2.0639
435;UpdateParentWithChildren;53.6753
435;DeleteParentWithChildren;10.3021
436;InsertParentWithChildren;21.0387
436;GetParentsWithChildren;1.9214
436;UpdateParentWithChildren;22.1069
436;DeleteParentWithChildren;10.8400
437;InsertParentWithChildren;23.9614
437;GetParentsWithChildren;1.9678
437;UpdateParentWithChildren;19.5701
437;DeleteParentWithChildren;22.0976
438;InsertParentWithChildren;20.0506
438;GetParentsWithChildren;1.8007
438;UpdateParentWithChildren;20.8189
438;DeleteParentWithChildren;22.5329
439;InsertParentWithChildren;20.5826
439;GetParentsWithChildren;2.3055
439;UpdateParentWithChildren;19.1747
439;DeleteParentWithChildren;20.6024
440;InsertParentWithChildren;20.3882
440;GetParentsWithChildren;2.3292
440;UpdateParentWithChildren;42.1883
440;DeleteParentWithChildren;23.2239
441;InsertParentWithChildren;14.5871
441;GetParentsWithChildren;1.9709
441;UpdateParentWithChildren;10.1078
441;DeleteParentWithChildren;21.1539
442;InsertParentWithChildren;22.1790
442;GetParentsWithChildren;2.0880
442;UpdateParentWithChildren;21.2546
442;DeleteParentWithChildren;22.0547
443;InsertParentWithChildren;21.0774
443;GetParentsWithChildren;2.2500
443;UpdateParentWithChildren;21.1491
443;DeleteParentWithChildren;23.3311
444;InsertParentWithChildren;20.1332
444;GetParentsWithChildren;1.9859
444;UpdateParentWithChildren;22.0780
444;DeleteParentWithChildren;20.9998
445;InsertParentWithChildren;21.8414
445;GetParentsWithChildren;1.9146
445;UpdateParentWithChildren;20.0756
445;DeleteParentWithChildren;46.7382
446;InsertParentWithChildren;21.5066
446;GetParentsWithChildren;1.8568
446;UpdateParentWithChildren;21.7241
446;DeleteParentWithChildren;11.3931
447;InsertParentWithChildren;21.0110
447;GetParentsWithChildren;1.9680
447;UpdateParentWithChildren;20.7187
447;DeleteParentWithChildren;12.8674
448;InsertParentWithChildren;9.8767
448;GetParentsWithChildren;1.7005
448;UpdateParentWithChildren;9.6918
448;DeleteParentWithChildren;10.0437
449;InsertParentWithChildren;22.5314
449;GetParentsWithChildren;2.0127
449;UpdateParentWithChildren;25.7944
449;DeleteParentWithChildren;23.0117
450;InsertParentWithChildren;22.2085
450;GetParentsWithChildren;2.0322
450;UpdateParentWithChildren;20.2932
450;DeleteParentWithChildren;21.2548
451;InsertParentWithChildren;42.4808
451;GetParentsWithChildren;2.2607
451;UpdateParentWithChildren;20.2570
451;DeleteParentWithChildren;22.6958
452;InsertParentWithChildren;20.1803
452;GetParentsWithChildren;2.2289
452;UpdateParentWithChildren;20.9889
452;DeleteParentWithChildren;21.7191
453;InsertParentWithChildren;22.3594
453;GetParentsWithChildren;2.3029
453;UpdateParentWithChildren;20.6554
453;DeleteParentWithChildren;11.4911
454;InsertParentWithChildren;9.3943
454;GetParentsWithChildren;1.9323
454;UpdateParentWithChildren;19.2842
454;DeleteParentWithChildren;22.4283
455;InsertParentWithChildren;21.5533
455;GetParentsWithChildren;2.1527
455;UpdateParentWithChildren;19.9218
455;DeleteParentWithChildren;10.9586
456;InsertParentWithChildren;21.0757
456;GetParentsWithChildren;2.0634
456;UpdateParentWithChildren;9.8356
456;DeleteParentWithChildren;22.4544
457;InsertParentWithChildren;21.7396
457;GetParentsWithChildren;2.0715
457;UpdateParentWithChildren;20.2867
457;DeleteParentWithChildren;22.4327
458;InsertParentWithChildren;22.5405
458;GetParentsWithChildren;1.9324
458;UpdateParentWithChildren;19.0114
458;DeleteParentWithChildren;23.4058
459;InsertParentWithChildren;21.7880
459;GetParentsWithChildren;2.2269
459;UpdateParentWithChildren;21.0379
459;DeleteParentWithChildren;21.8618
460;InsertParentWithChildren;20.9977
460;GetParentsWithChildren;2.3241
460;UpdateParentWithChildren;33.6347
460;DeleteParentWithChildren;21.6093
461;InsertParentWithChildren;12.9895
461;GetParentsWithChildren;1.9664
461;UpdateParentWithChildren;19.4545
461;DeleteParentWithChildren;22.9496
462;InsertParentWithChildren;16.6505
462;GetParentsWithChildren;1.8847
462;UpdateParentWithChildren;19.7505
462;DeleteParentWithChildren;21.9180
463;InsertParentWithChildren;13.3308
463;GetParentsWithChildren;2.4438
463;UpdateParentWithChildren;18.7125
463;DeleteParentWithChildren;21.5061
464;InsertParentWithChildren;20.9489
464;GetParentsWithChildren;2.5914
464;UpdateParentWithChildren;20.5294
464;DeleteParentWithChildren;21.8682
465;InsertParentWithChildren;21.0086
465;GetParentsWithChildren;2.1070
465;UpdateParentWithChildren;20.8222
465;DeleteParentWithChildren;39.5803
466;InsertParentWithChildren;21.2593
466;GetParentsWithChildren;2.4658
466;UpdateParentWithChildren;20.6519
466;DeleteParentWithChildren;11.7914
467;InsertParentWithChildren;22.1228
467;GetParentsWithChildren;1.9241
467;UpdateParentWithChildren;9.6867
467;DeleteParentWithChildren;21.0923
468;InsertParentWithChildren;20.8837
468;GetParentsWithChildren;1.8982
468;UpdateParentWithChildren;19.9873
468;DeleteParentWithChildren;22.4837
469;InsertParentWithChildren;12.3424
469;GetParentsWithChildren;2.3911
469;UpdateParentWithChildren;20.8858
469;DeleteParentWithChildren;12.0898
470;InsertParentWithChildren;22.1759
470;GetParentsWithChildren;2.3509
470;UpdateParentWithChildren;19.3525
470;DeleteParentWithChildren;20.6449
471;InsertParentWithChildren;39.3829
471;GetParentsWithChildren;2.1643
471;UpdateParentWithChildren;19.9416
471;DeleteParentWithChildren;21.8951
472;InsertParentWithChildren;21.1513
472;GetParentsWithChildren;2.0301
472;UpdateParentWithChildren;10.5526
472;DeleteParentWithChildren;23.2667
473;InsertParentWithChildren;22.0286
473;GetParentsWithChildren;2.1056
473;UpdateParentWithChildren;19.4026
473;DeleteParentWithChildren;22.9551
474;InsertParentWithChildren;8.5047
474;GetParentsWithChildren;1.8498
474;UpdateParentWithChildren;21.0389
474;DeleteParentWithChildren;23.1456
475;InsertParentWithChildren;22.2219
475;GetParentsWithChildren;2.0754
475;UpdateParentWithChildren;19.5658
475;DeleteParentWithChildren;21.2408
476;InsertParentWithChildren;54.1953
476;GetParentsWithChildren;2.1286
476;UpdateParentWithChildren;11.2883
476;DeleteParentWithChildren;21.7862
477;InsertParentWithChildren;14.0565
477;GetParentsWithChildren;2.1638
477;UpdateParentWithChildren;21.3936
477;DeleteParentWithChildren;21.1735
478;InsertParentWithChildren;21.9663
478;GetParentsWithChildren;2.2405
478;UpdateParentWithChildren;18.7877
478;DeleteParentWithChildren;10.4217
479;InsertParentWithChildren;20.7518
479;GetParentsWithChildren;2.9729
479;UpdateParentWithChildren;20.0049
479;DeleteParentWithChildren;22.1463
480;InsertParentWithChildren;21.0538
480;GetParentsWithChildren;2.1889
480;UpdateParentWithChildren;20.4121
480;DeleteParentWithChildren;39.7740
481;InsertParentWithChildren;21.4538
481;GetParentsWithChildren;2.5345
481;UpdateParentWithChildren;20.4720
481;DeleteParentWithChildren;22.5786
482;InsertParentWithChildren;22.2491
482;GetParentsWithChildren;2.5139
482;UpdateParentWithChildren;19.6667
482;DeleteParentWithChildren;21.8187
483;InsertParentWithChildren;22.3577
483;GetParentsWithChildren;1.9324
483;UpdateParentWithChildren;18.7922
483;DeleteParentWithChildren;8.4738
484;InsertParentWithChildren;21.9822
484;GetParentsWithChildren;2.1245
484;UpdateParentWithChildren;20.1670
484;DeleteParentWithChildren;19.6052
485;InsertParentWithChildren;14.1674
485;GetParentsWithChildren;2.0046
485;UpdateParentWithChildren;10.6526
485;DeleteParentWithChildren;22.1337
486;InsertParentWithChildren;42.4757
486;GetParentsWithChildren;2.2280
486;UpdateParentWithChildren;21.3921
486;DeleteParentWithChildren;22.1163
487;InsertParentWithChildren;21.3447
487;GetParentsWithChildren;2.5452
487;UpdateParentWithChildren;18.6414
487;DeleteParentWithChildren;22.2569
488;InsertParentWithChildren;21.4434
488;GetParentsWithChildren;2.1744
488;UpdateParentWithChildren;19.0460
488;DeleteParentWithChildren;20.7462
489;InsertParentWithChildren;21.9744
489;GetParentsWithChildren;2.4032
489;UpdateParentWithChildren;18.8869
489;DeleteParentWithChildren;11.0627
490;InsertParentWithChildren;22.2875
490;GetParentsWithChildren;2.4406
490;UpdateParentWithChildren;19.4080
490;DeleteParentWithChildren;40.0717
491;InsertParentWithChildren;8.7250
491;GetParentsWithChildren;1.8084
491;UpdateParentWithChildren;21.0008
491;DeleteParentWithChildren;22.3619
492;InsertParentWithChildren;20.6265
492;GetParentsWithChildren;2.0612
492;UpdateParentWithChildren;21.1136
492;DeleteParentWithChildren;21.2556
493;InsertParentWithChildren;21.0275
493;GetParentsWithChildren;2.4714
493;UpdateParentWithChildren;20.1355
493;DeleteParentWithChildren;21.3772
494;InsertParentWithChildren;20.5013
494;GetParentsWithChildren;2.0871
494;UpdateParentWithChildren;20.7496
494;DeleteParentWithChildren;21.5251
495;InsertParentWithChildren;20.6058
495;GetParentsWithChildren;2.1813
495;UpdateParentWithChildren;18.4528
495;DeleteParentWithChildren;56.4523
496;InsertParentWithChildren;9.6069
496;GetParentsWithChildren;2.1021
496;UpdateParentWithChildren;9.5226
496;DeleteParentWithChildren;22.6818
497;InsertParentWithChildren;21.4021
497;GetParentsWithChildren;2.7417
497;UpdateParentWithChildren;20.0110
497;DeleteParentWithChildren;11.1918
498;InsertParentWithChildren;22.0777
498;GetParentsWithChildren;1.8560
498;UpdateParentWithChildren;20.7962
498;DeleteParentWithChildren;20.3650
499;InsertParentWithChildren;21.0976
499;GetParentsWithChildren;2.4127
499;UpdateParentWithChildren;18.8897
499;DeleteParentWithChildren;20.9992
500;InsertParentWithChildren;20.2408
500;GetParentsWithChildren;2.4104
500;UpdateParentWithChildren;18.7343
500;DeleteParentWithChildren;21.5315
501;InsertParentWithChildren;55.7592
501;GetParentsWithChildren;11.6089
501;UpdateParentWithChildren;9.7629
501;DeleteParentWithChildren;18.4472
502;InsertParentWithChildren;13.4158
502;GetParentsWithChildren;1.9603
502;UpdateParentWithChildren;20.5354
502;DeleteParentWithChildren;22.5938
503;InsertParentWithChildren;21.8587
503;GetParentsWithChildren;2.0685
503;UpdateParentWithChildren;19.2598
503;DeleteParentWithChildren;22.7027
504;InsertParentWithChildren;21.4637
504;GetParentsWithChildren;2.0655
504;UpdateParentWithChildren;20.3200
504;DeleteParentWithChildren;22.6232
505;InsertParentWithChildren;21.0377
505;GetParentsWithChildren;2.2486
505;UpdateParentWithChildren;9.0978
505;DeleteParentWithChildren;21.3184
506;InsertParentWithChildren;18.0514
506;GetParentsWithChildren;1.9636
506;UpdateParentWithChildren;20.1045
506;DeleteParentWithChildren;21.8179
507;InsertParentWithChildren;22.4091
507;GetParentsWithChildren;2.0534
507;UpdateParentWithChildren;19.4117
507;DeleteParentWithChildren;14.5093
508;InsertParentWithChildren;20.6240
508;GetParentsWithChildren;2.4977
508;UpdateParentWithChildren;20.9568
508;DeleteParentWithChildren;21.9006
509;InsertParentWithChildren;20.8709
509;GetParentsWithChildren;2.0209
509;UpdateParentWithChildren;21.2461
509;DeleteParentWithChildren;21.9484
510;InsertParentWithChildren;20.2025
510;GetParentsWithChildren;2.0594
510;UpdateParentWithChildren;20.4711
510;DeleteParentWithChildren;57.7706
511;InsertParentWithChildren;25.0646
511;GetParentsWithChildren;2.3134
511;UpdateParentWithChildren;19.9928
511;DeleteParentWithChildren;22.3950
512;InsertParentWithChildren;8.6489
512;GetParentsWithChildren;1.9420
512;UpdateParentWithChildren;20.7994
512;DeleteParentWithChildren;22.9821
513;InsertParentWithChildren;21.7546
513;GetParentsWithChildren;2.2321
513;UpdateParentWithChildren;19.6647
513;DeleteParentWithChildren;22.6314
514;InsertParentWithChildren;22.5341
514;GetParentsWithChildren;2.1572
514;UpdateParentWithChildren;19.5770
514;DeleteParentWithChildren;22.3561
515;InsertParentWithChildren;21.6578
515;GetParentsWithChildren;2.1037
515;UpdateParentWithChildren;19.6630
515;DeleteParentWithChildren;22.8243
516;InsertParentWithChildren;38.6908
516;GetParentsWithChildren;2.1170
516;UpdateParentWithChildren;20.2175
516;DeleteParentWithChildren;22.4245
517;InsertParentWithChildren;22.0271
517;GetParentsWithChildren;2.4821
517;UpdateParentWithChildren;19.2178
517;DeleteParentWithChildren;22.6570
518;InsertParentWithChildren;21.5791
518;GetParentsWithChildren;2.9100
518;UpdateParentWithChildren;9.8503
518;DeleteParentWithChildren;21.7191
519;InsertParentWithChildren;21.4772
519;GetParentsWithChildren;2.2877
519;UpdateParentWithChildren;19.3242
519;DeleteParentWithChildren;22.3398
520;InsertParentWithChildren;21.6683
520;GetParentsWithChildren;2.3161
520;UpdateParentWithChildren;20.2904
520;DeleteParentWithChildren;11.0321
521;InsertParentWithChildren;21.8064
521;GetParentsWithChildren;2.0707
521;UpdateParentWithChildren;37.6920
521;DeleteParentWithChildren;10.1060
522;InsertParentWithChildren;20.4573
522;GetParentsWithChildren;2.2065
522;UpdateParentWithChildren;23.4656
522;DeleteParentWithChildren;22.8598
523;InsertParentWithChildren;21.8819
523;GetParentsWithChildren;2.2153
523;UpdateParentWithChildren;19.4582
523;DeleteParentWithChildren;22.1840
524;InsertParentWithChildren;21.4995
524;GetParentsWithChildren;2.5412
524;UpdateParentWithChildren;20.6686
524;DeleteParentWithChildren;22.0610
525;InsertParentWithChildren;21.9347
525;GetParentsWithChildren;2.5840
525;UpdateParentWithChildren;19.4051
525;DeleteParentWithChildren;22.4209
526;InsertParentWithChildren;22.8824
526;GetParentsWithChildren;2.4506
526;UpdateParentWithChildren;19.7766
526;DeleteParentWithChildren;40.9280
527;InsertParentWithChildren;22.3966
527;GetParentsWithChildren;1.9031
527;UpdateParentWithChildren;21.8823
527;DeleteParentWithChildren;22.5657
528;InsertParentWithChildren;21.4013
528;GetParentsWithChildren;1.9101
528;UpdateParentWithChildren;21.1717
528;DeleteParentWithChildren;23.6784
529;InsertParentWithChildren;22.2661
529;GetParentsWithChildren;2.0095
529;UpdateParentWithChildren;20.9703
529;DeleteParentWithChildren;23.3356
530;InsertParentWithChildren;23.2779
530;GetParentsWithChildren;2.2708
530;UpdateParentWithChildren;19.9307
530;DeleteParentWithChildren;11.1135
531;InsertParentWithChildren;22.1423
531;GetParentsWithChildren;2.1487
531;UpdateParentWithChildren;10.6178
531;DeleteParentWithChildren;63.3571
532;InsertParentWithChildren;18.5312
532;GetParentsWithChildren;1.8870
532;UpdateParentWithChildren;20.7248
532;DeleteParentWithChildren;22.8091
533;InsertParentWithChildren;15.0507
533;GetParentsWithChildren;2.0804
533;UpdateParentWithChildren;22.0074
533;DeleteParentWithChildren;23.7521
534;InsertParentWithChildren;8.6160
534;GetParentsWithChildren;1.6664
534;UpdateParentWithChildren;23.2747
534;DeleteParentWithChildren;23.1780
535;InsertParentWithChildren;24.1401
535;GetParentsWithChildren;2.8178
535;UpdateParentWithChildren;20.1973
535;DeleteParentWithChildren;22.9226
536;InsertParentWithChildren;22.8552
536;GetParentsWithChildren;2.1039
536;UpdateParentWithChildren;24.7406
536;DeleteParentWithChildren;23.3003
537;InsertParentWithChildren;65.4506
537;GetParentsWithChildren;2.1134
537;UpdateParentWithChildren;23.0068
537;DeleteParentWithChildren;24.6407
538;InsertParentWithChildren;23.9545
538;GetParentsWithChildren;2.2360
538;UpdateParentWithChildren;22.0458
538;DeleteParentWithChildren;24.3493
539;InsertParentWithChildren;24.3937
539;GetParentsWithChildren;2.2136
539;UpdateParentWithChildren;21.6174
539;DeleteParentWithChildren;23.9601
540;InsertParentWithChildren;9.6953
540;GetParentsWithChildren;2.4004
540;UpdateParentWithChildren;21.0758
540;DeleteParentWithChildren;24.3043
541;InsertParentWithChildren;25.7955
541;GetParentsWithChildren;2.1171
541;UpdateParentWithChildren;24.2296
541;DeleteParentWithChildren;25.5624
542;InsertParentWithChildren;25.5155
542;GetParentsWithChildren;2.6588
542;UpdateParentWithChildren;50.1341
542;DeleteParentWithChildren;25.8755
543;InsertParentWithChildren;26.3466
543;GetParentsWithChildren;2.1657
543;UpdateParentWithChildren;24.5917
543;DeleteParentWithChildren;25.8829
544;InsertParentWithChildren;27.1886
544;GetParentsWithChildren;2.0200
544;UpdateParentWithChildren;10.3035
544;DeleteParentWithChildren;19.8344
545;InsertParentWithChildren;14.8813
545;GetParentsWithChildren;2.0852
545;UpdateParentWithChildren;18.5394
545;DeleteParentWithChildren;21.2941
546;InsertParentWithChildren;14.5008
546;GetParentsWithChildren;2.0793
546;UpdateParentWithChildren;17.8941
546;DeleteParentWithChildren;16.3760
547;InsertParentWithChildren;37.3931
547;GetParentsWithChildren;2.5975
547;UpdateParentWithChildren;17.1950
547;DeleteParentWithChildren;20.2996
548;InsertParentWithChildren;9.1551
548;GetParentsWithChildren;2.0139
548;UpdateParentWithChildren;9.8940
548;DeleteParentWithChildren;29.1253
549;InsertParentWithChildren;20.8639
549;GetParentsWithChildren;2.8420
549;UpdateParentWithChildren;25.7589
549;DeleteParentWithChildren;24.6768
550;InsertParentWithChildren;27.0899
550;GetParentsWithChildren;3.6074
550;UpdateParentWithChildren;26.3726
550;DeleteParentWithChildren;23.8451
551;InsertParentWithChildren;25.0574
551;GetParentsWithChildren;28.2076
551;UpdateParentWithChildren;23.1889
551;DeleteParentWithChildren;25.9375
552;InsertParentWithChildren;48.6027
552;GetParentsWithChildren;2.3971
552;UpdateParentWithChildren;18.2002
552;DeleteParentWithChildren;20.6893
553;InsertParentWithChildren;19.4867
553;GetParentsWithChildren;2.2847
553;UpdateParentWithChildren;18.5022
553;DeleteParentWithChildren;21.2939
554;InsertParentWithChildren;20.2975
554;GetParentsWithChildren;2.2943
554;UpdateParentWithChildren;24.6416
554;DeleteParentWithChildren;25.7189
555;InsertParentWithChildren;8.9617
555;GetParentsWithChildren;2.1637
555;UpdateParentWithChildren;22.8706
555;DeleteParentWithChildren;24.9053
556;InsertParentWithChildren;23.7218
556;GetParentsWithChildren;2.1322
556;UpdateParentWithChildren;22.2055
556;DeleteParentWithChildren;23.3045
557;InsertParentWithChildren;24.8072
557;GetParentsWithChildren;2.5616
557;UpdateParentWithChildren;21.0141
557;DeleteParentWithChildren;24.0976
558;InsertParentWithChildren;9.5433
558;GetParentsWithChildren;2.1518
558;UpdateParentWithChildren;21.1660
558;DeleteParentWithChildren;11.3654
559;InsertParentWithChildren;23.5510
559;GetParentsWithChildren;2.1766
559;UpdateParentWithChildren;18.1391
559;DeleteParentWithChildren;11.6414
560;InsertParentWithChildren;14.7857
560;GetParentsWithChildren;2.2782
560;UpdateParentWithChildren;16.5588
560;DeleteParentWithChildren;19.7713
561;InsertParentWithChildren;13.9740
561;GetParentsWithChildren;2.0902
561;UpdateParentWithChildren;10.6993
561;DeleteParentWithChildren;41.6565
562;InsertParentWithChildren;21.9579
562;GetParentsWithChildren;2.1289
562;UpdateParentWithChildren;21.8651
562;DeleteParentWithChildren;22.1681
563;InsertParentWithChildren;22.0469
563;GetParentsWithChildren;2.2339
563;UpdateParentWithChildren;20.4021
563;DeleteParentWithChildren;21.8328
564;InsertParentWithChildren;21.9837
564;GetParentsWithChildren;2.7482
564;UpdateParentWithChildren;10.5728
564;DeleteParentWithChildren;10.8087
565;InsertParentWithChildren;22.2153
565;GetParentsWithChildren;2.2364
565;UpdateParentWithChildren;19.9384
