Run;MethodName;Duration(ms)
188;GetParentsWithChildren;1.8779
188;UpdateParentWithChildren;38.5587
188;DeleteParentWithChildren;22.3157
189;InsertParentWithChildren;9.4422
189;GetParentsWithChildren;1.6895
189;UpdateParentWithChildren;20.2335
189;DeleteParentWithChildren;22.2349
190;InsertParentWithChildren;20.5644
190;GetParentsWithChildren;1.7305
190;UpdateParentWithChildren;21.9723
190;DeleteParentWithChildren;9.8069
191;InsertParentWithChildren;7.6456
191;GetParentsWithChildren;1.6491
191;UpdateParentWithChildren;20.8820
191;DeleteParentWithChildren;22.4726
192;InsertParentWithChildren;8.0338
192;GetParentsWithChildren;1.5462
192;UpdateParentWithChildren;8.6970
192;DeleteParentWithChildren;18.7227
193;InsertParentWithChildren;13.8973
193;GetParentsWithChildren;1.6867
193;UpdateParentWithChildren;56.9132
193;DeleteParentWithChildren;22.1804
194;InsertParentWithChildren;18.0735
194;GetParentsWithChildren;1.7168
194;UpdateParentWithChildren;22.1107
194;DeleteParentWithChildren;21.9399
195;InsertParentWithChildren;13.7506
195;GetParentsWithChildren;1.7388
195;UpdateParentWithChildren;19.6425
195;DeleteParentWithChildren;21.5397
196;InsertParentWithChildren;9.0247
196;GetParentsWithChildren;1.7956
196;UpdateParentWithChildren;20.0392
196;DeleteParentWithChildren;23.4185
197;InsertParentWithChildren;21.1570
197;GetParentsWithChildren;1.7030
197;UpdateParentWithChildren;9.3566
197;DeleteParentWithChildren;20.3140
198;InsertParentWithChildren;8.6198
198;GetParentsWithChildren;1.7026
198;UpdateParentWithChildren;9.5190
198;DeleteParentWithChildren;32.2155
199;InsertParentWithChildren;21.4729
199;GetParentsWithChildren;1.8285
199;UpdateParentWithChildren;21.3835
199;DeleteParentWithChildren;22.1720
200;InsertParentWithChildren;20.4512
200;GetParentsWithChildren;1.7987
200;UpdateParentWithChildren;18.4225
200;DeleteParentWithChildren;14.1098
201;InsertParentWithChildren;21.1672
201;GetParentsWithChildren;1.9568
201;UpdateParentWithChildren;21.3135
201;DeleteParentWithChildren;21.1391
202;InsertParentWithChildren;9.2544
202;GetParentsWithChildren;1.6962
202;UpdateParentWithChildren;20.3437
202;DeleteParentWithChildren;21.5265
203;InsertParentWithChildren;17.1702
203;GetParentsWithChildren;1.7476
203;UpdateParentWithChildren;49.2188
203;DeleteParentWithChildren;22.1937
204;InsertParentWithChildren;20.8443
204;GetParentsWithChildren;2.2445
204;UpdateParentWithChildren;19.1703
204;DeleteParentWithChildren;22.0364
205;InsertParentWithChildren;20.7589
205;GetParentsWithChildren;1.9598
205;UpdateParentWithChildren;20.9967
205;DeleteParentWithChildren;21.5634
206;InsertParentWithChildren;20.7810
206;GetParentsWithChildren;1.8873
206;UpdateParentWithChildren;20.8880
206;DeleteParentWithChildren;10.4007
207;InsertParentWithChildren;8.5237
207;GetParentsWithChildren;1.5391
207;UpdateParentWithChildren;21.2602
207;DeleteParentWithChildren;21.6793
208;InsertParentWithChildren;21.3370
208;GetParentsWithChildren;2.1733
208;UpdateParentWithChildren;20.0845
208;DeleteParentWithChildren;58.1766
209;InsertParentWithChildren;9.6719
209;GetParentsWithChildren;1.9672
209;UpdateParentWithChildren;22.0864
209;DeleteParentWithChildren;21.3176
210;InsertParentWithChildren;21.0197
210;GetParentsWithChildren;1.8906
210;UpdateParentWithChildren;21.4561
210;DeleteParentWithChildren;22.0299
211;InsertParentWithChildren;8.9071
211;GetParentsWithChildren;1.9116
211;UpdateParentWithChildren;20.2389
211;DeleteParentWithChildren;21.7950
212;InsertParentWithChildren;21.3329
212;GetParentsWithChildren;2.0864
212;UpdateParentWithChildren;20.4986
212;DeleteParentWithChildren;22.3237
213;InsertParentWithChildren;21.3881
213;GetParentsWithChildren;2.2746
213;UpdateParentWithChildren;20.9475
213;DeleteParentWithChildren;21.5457
214;InsertParentWithChildren;9.6100
214;GetParentsWithChildren;1.8895
214;UpdateParentWithChildren;20.1490
214;DeleteParentWithChildren;22.3028
215;InsertParentWithChildren;8.9932
215;GetParentsWithChildren;1.8255
215;UpdateParentWithChildren;19.1891
215;DeleteParentWithChildren;21.7395
216;InsertParentWithChildren;21.1313
216;GetParentsWithChildren;1.8838
216;UpdateParentWithChildren;20.6460
216;DeleteParentWithChildren;21.4482
217;InsertParentWithChildren;21.3777
217;GetParentsWithChildren;1.7975
217;UpdateParentWithChildren;11.2016
217;DeleteParentWithChildren;59.4602
218;InsertParentWithChildren;22.1589
218;GetParentsWithChildren;1.9209
218;UpdateParentWithChildren;20.4356
218;DeleteParentWithChildren;22.1830
219;InsertParentWithChildren;21.2616
219;GetParentsWithChildren;1.7986
219;UpdateParentWithChildren;11.5576
219;DeleteParentWithChildren;22.4143
220;InsertParentWithChildren;21.5020
220;GetParentsWithChildren;1.7764
220;UpdateParentWithChildren;19.8759
220;DeleteParentWithChildren;21.1617
221;InsertParentWithChildren;10.2111
221;GetParentsWithChildren;2.0027
221;UpdateParentWithChildren;19.3437
221;DeleteParentWithChildren;21.0939
222;InsertParentWithChildren;22.1664
222;GetParentsWithChildren;1.8157
222;UpdateParentWithChildren;20.5258
222;DeleteParentWithChildren;59.0379
223;InsertParentWithChildren;22.2619
223;GetParentsWithChildren;1.8022
223;UpdateParentWithChildren;21.1843
223;DeleteParentWithChildren;21.9537
224;InsertParentWithChildren;22.9536
224;GetParentsWithChildren;1.7028
224;UpdateParentWithChildren;20.7027
224;DeleteParentWithChildren;21.9117
225;InsertParentWithChildren;21.9861
225;GetParentsWithChildren;1.9891
225;UpdateParentWithChildren;11.6018
225;DeleteParentWithChildren;21.7788
226;InsertParentWithChildren;20.8954
226;GetParentsWithChildren;1.7764
226;UpdateParentWithChildren;21.0568
226;DeleteParentWithChildren;20.7030
227;InsertParentWithChildren;20.3538
227;GetParentsWithChildren;1.9478
227;UpdateParentWithChildren;20.7049
227;DeleteParentWithChildren;21.5591
228;InsertParentWithChildren;54.4788
228;GetParentsWithChildren;1.8749
228;UpdateParentWithChildren;20.0901
228;DeleteParentWithChildren;21.7255
229;InsertParentWithChildren;9.5206
229;GetParentsWithChildren;2.0019
229;UpdateParentWithChildren;19.4707
229;DeleteParentWithChildren;9.5714
230;InsertParentWithChildren;10.5065
230;GetParentsWithChildren;1.7437
230;UpdateParentWithChildren;9.4293
230;DeleteParentWithChildren;9.0168
231;InsertParentWithChildren;15.1187
231;GetParentsWithChildren;1.8178
231;UpdateParentWithChildren;10.4592
231;DeleteParentWithChildren;21.3612
232;InsertParentWithChildren;9.7319
232;GetParentsWithChildren;1.8850
232;UpdateParentWithChildren;9.3343
232;DeleteParentWithChildren;21.4909
233;InsertParentWithChildren;37.5970
233;GetParentsWithChildren;1.7015
233;UpdateParentWithChildren;20.7173
233;DeleteParentWithChildren;14.0522
234;InsertParentWithChildren;20.2484
234;GetParentsWithChildren;1.5789
234;UpdateParentWithChildren;8.9011
234;DeleteParentWithChildren;22.1936
235;InsertParentWithChildren;22.2912
235;GetParentsWithChildren;2.0048
235;UpdateParentWithChildren;9.3946
235;DeleteParentWithChildren;22.6449
236;InsertParentWithChildren;9.1074
236;GetParentsWithChildren;2.0529
236;UpdateParentWithChildren;21.5937
236;DeleteParentWithChildren;24.1275
237;InsertParentWithChildren;22.5180
237;GetParentsWithChildren;1.8176
237;UpdateParentWithChildren;37.8781
237;DeleteParentWithChildren;22.7715
238;InsertParentWithChildren;10.5039
238;GetParentsWithChildren;2.0181
238;UpdateParentWithChildren;20.1567
238;DeleteParentWithChildren;21.8697
239;InsertParentWithChildren;12.7553
239;GetParentsWithChildren;1.9814
239;UpdateParentWithChildren;8.9258
239;DeleteParentWithChildren;22.3280
240;InsertParentWithChildren;16.9297
240;GetParentsWithChildren;1.8309
240;UpdateParentWithChildren;9.1208
240;DeleteParentWithChildren;15.2933
241;InsertParentWithChildren;22.1263
241;GetParentsWithChildren;1.9669
241;UpdateParentWithChildren;21.2503
241;DeleteParentWithChildren;9.4634
242;InsertParentWithChildren;16.9720
242;GetParentsWithChildren;1.6139
242;UpdateParentWithChildren;30.7484
242;DeleteParentWithChildren;21.7710
243;InsertParentWithChildren;18.3503
243;GetParentsWithChildren;2.0617
243;UpdateParentWithChildren;9.3773
243;DeleteParentWithChildren;9.4837
244;InsertParentWithChildren;21.4370
244;GetParentsWithChildren;1.9707
244;UpdateParentWithChildren;19.6399
244;DeleteParentWithChildren;20.9196
245;InsertParentWithChildren;14.4390
245;GetParentsWithChildren;2.0665
245;UpdateParentWithChildren;20.5605
245;DeleteParentWithChildren;21.3533
246;InsertParentWithChildren;17.0335
246;GetParentsWithChildren;1.8541
246;UpdateParentWithChildren;20.1944
246;DeleteParentWithChildren;9.4505
247;InsertParentWithChildren;32.1711
247;GetParentsWithChildren;2.5420
247;UpdateParentWithChildren;20.1601
247;DeleteParentWithChildren;22.4690
248;InsertParentWithChildren;21.9579
248;GetParentsWithChildren;1.8398
248;UpdateParentWithChildren;20.4894
248;DeleteParentWithChildren;22.5321
249;InsertParentWithChildren;21.8581
249;GetParentsWithChildren;2.2907
249;UpdateParentWithChildren;20.3439
249;DeleteParentWithChildren;22.8556
250;InsertParentWithChildren;21.8663
250;GetParentsWithChildren;2.1902
250;UpdateParentWithChildren;19.2410
250;DeleteParentWithChildren;22.5684
251;InsertParentWithChildren;9.3656
251;GetParentsWithChildren;25.6305
251;UpdateParentWithChildren;41.5675
251;DeleteParentWithChildren;13.9097
252;InsertParentWithChildren;6.4155
252;GetParentsWithChildren;1.3689
252;UpdateParentWithChildren;12.7916
252;DeleteParentWithChildren;21.8807
253;InsertParentWithChildren;21.0582
253;GetParentsWithChildren;1.6681
253;UpdateParentWithChildren;20.1889
253;DeleteParentWithChildren;21.3118
254;InsertParentWithChildren;17.4528
254;GetParentsWithChildren;1.3064
254;UpdateParentWithChildren;20.7322
254;DeleteParentWithChildren;21.7093
255;InsertParentWithChildren;13.6832
255;GetParentsWithChildren;1.4962
255;UpdateParentWithChildren;21.6614
255;DeleteParentWithChildren;61.3844
256;InsertParentWithChildren;18.4814
256;GetParentsWithChildren;1.4937
256;UpdateParentWithChildren;20.9470
256;DeleteParentWithChildren;13.9307
257;InsertParentWithChildren;7.9057
257;GetParentsWithChildren;1.2915
257;UpdateParentWithChildren;8.8553
257;DeleteParentWithChildren;10.5100
258;InsertParentWithChildren;21.4769
258;GetParentsWithChildren;1.4771
258;UpdateParentWithChildren;22.0477
258;DeleteParentWithChildren;21.7157
259;InsertParentWithChildren;10.0668
259;GetParentsWithChildren;1.6613
259;UpdateParentWithChildren;9.0773
259;DeleteParentWithChildren;10.0823
260;InsertParentWithChildren;21.3095
260;GetParentsWithChildren;1.7797
260;UpdateParentWithChildren;21.8408
260;DeleteParentWithChildren;22.0650
261;InsertParentWithChildren;8.6512
261;GetParentsWithChildren;1.6530
261;UpdateParentWithChildren;9.6106
261;DeleteParentWithChildren;23.0039
262;InsertParentWithChildren;20.9369
262;GetParentsWithChildren;1.5904
262;UpdateParentWithChildren;23.0139
262;DeleteParentWithChildren;22.7073
263;InsertParentWithChildren;8.4210
263;GetParentsWithChildren;1.3564
263;UpdateParentWithChildren;21.8106
263;DeleteParentWithChildren;14.9918
264;InsertParentWithChildren;22.4362
264;GetParentsWithChildren;1.4923
264;UpdateParentWithChildren;21.4931
264;DeleteParentWithChildren;51.2095
265;InsertParentWithChildren;27.1674
265;GetParentsWithChildren;1.9061
265;UpdateParentWithChildren;14.2464
265;DeleteParentWithChildren;23.2944
266;InsertParentWithChildren;25.7696
266;GetParentsWithChildren;1.6347
266;UpdateParentWithChildren;30.4113
266;DeleteParentWithChildren;14.8794
267;InsertParentWithChildren;11.4479
267;GetParentsWithChildren;1.6001
267;UpdateParentWithChildren;20.4908
267;DeleteParentWithChildren;20.8631
268;InsertParentWithChildren;8.5752
268;GetParentsWithChildren;1.5468
268;UpdateParentWithChildren;9.0799
268;DeleteParentWithChildren;7.2354
269;InsertParentWithChildren;8.4186
269;GetParentsWithChildren;1.5209
269;UpdateParentWithChildren;59.5006
269;DeleteParentWithChildren;22.5519
270;InsertParentWithChildren;9.2367
270;GetParentsWithChildren;1.4163
270;UpdateParentWithChildren;9.0373
270;DeleteParentWithChildren;22.2142
271;InsertParentWithChildren;22.3964
271;GetParentsWithChildren;1.9103
271;UpdateParentWithChildren;10.7423
271;DeleteParentWithChildren;10.1853
272;InsertParentWithChildren;8.9344
272;GetParentsWithChildren;1.5875
272;UpdateParentWithChildren;10.3788
272;DeleteParentWithChildren;23.7366
273;InsertParentWithChildren;9.0104
273;GetParentsWithChildren;1.6544
273;UpdateParentWithChildren;21.9828
273;DeleteParentWithChildren;10.4702
274;InsertParentWithChildren;21.6845
274;GetParentsWithChildren;1.4584
274;UpdateParentWithChildren;9.4482
274;DeleteParentWithChildren;57.1473
275;InsertParentWithChildren;9.1072
275;GetParentsWithChildren;1.4974
275;UpdateParentWithChildren;21.0268
275;DeleteParentWithChildren;22.8384
276;InsertParentWithChildren;8.3768
276;GetParentsWithChildren;1.3866
276;UpdateParentWithChildren;20.9340
276;DeleteParentWithChildren;22.0511
277;InsertParentWithChildren;21.4038
277;GetParentsWithChildren;1.8391
277;UpdateParentWithChildren;21.2855
277;DeleteParentWithChildren;22.7527
278;InsertParentWithChildren;8.3783
278;GetParentsWithChildren;1.4302
278;UpdateParentWithChildren;21.2948
278;DeleteParentWithChildren;22.9319
279;InsertParentWithChildren;8.2340
279;GetParentsWithChildren;1.3464
279;UpdateParentWithChildren;51.1871
279;DeleteParentWithChildren;23.2122
280;InsertParentWithChildren;22.8792
280;GetParentsWithChildren;1.4927
280;UpdateParentWithChildren;9.9810
280;DeleteParentWithChildren;22.5908
281;InsertParentWithChildren;21.6792
281;GetParentsWithChildren;1.4294
281;UpdateParentWithChildren;21.9030
281;DeleteParentWithChildren;23.0207
282;InsertParentWithChildren;21.9805
282;GetParentsWithChildren;1.6027
282;UpdateParentWithChildren;19.7704
282;DeleteParentWithChildren;21.7744
283;InsertParentWithChildren;8.4865
283;GetParentsWithChildren;1.2391
283;UpdateParentWithChildren;21.3472
283;DeleteParentWithChildren;22.1044
284;InsertParentWithChildren;20.4354
284;GetParentsWithChildren;1.3722
284;UpdateParentWithChildren;22.4876
284;DeleteParentWithChildren;41.4913
285;InsertParentWithChildren;22.6749
285;GetParentsWithChildren;1.5584
285;UpdateParentWithChildren;20.2608
285;DeleteParentWithChildren;22.4025
286;InsertParentWithChildren;21.3804
286;GetParentsWithChildren;1.6307
286;UpdateParentWithChildren;20.7875
286;DeleteParentWithChildren;21.7324
287;InsertParentWithChildren;8.7871
287;GetParentsWithChildren;1.4859
287;UpdateParentWithChildren;12.1188
287;DeleteParentWithChildren;10.5008
288;InsertParentWithChildren;21.5590
288;GetParentsWithChildren;1.8748
288;UpdateParentWithChildren;20.4017
288;DeleteParentWithChildren;22.6789
289;InsertParentWithChildren;21.1671
289;GetParentsWithChildren;1.5526
289;UpdateParentWithChildren;21.2120
289;DeleteParentWithChildren;60.1230
290;InsertParentWithChildren;21.0894
290;GetParentsWithChildren;1.6826
290;UpdateParentWithChildren;20.2630
290;DeleteParentWithChildren;21.8518
291;InsertParentWithChildren;22.8891
291;GetParentsWithChildren;1.6350
291;UpdateParentWithChildren;21.8105
291;DeleteParentWithChildren;22.5497
292;InsertParentWithChildren;9.6883
292;GetParentsWithChildren;1.6089
292;UpdateParentWithChildren;20.3492
292;DeleteParentWithChildren;10.0773
293;InsertParentWithChildren;23.1550
293;GetParentsWithChildren;1.6367
293;UpdateParentWithChildren;21.4234
293;DeleteParentWithChildren;21.9646
294;InsertParentWithChildren;20.0009
294;GetParentsWithChildren;1.4716
294;UpdateParentWithChildren;20.4544
294;DeleteParentWithChildren;21.6041
295;InsertParentWithChildren;39.8561
295;GetParentsWithChildren;1.8350
295;UpdateParentWithChildren;20.4561
295;DeleteParentWithChildren;22.0495
296;InsertParentWithChildren;20.7971
296;GetParentsWithChildren;1.5642
296;UpdateParentWithChildren;21.9984
296;DeleteParentWithChildren;21.8251
297;InsertParentWithChildren;21.9734
297;GetParentsWithChildren;1.9394
297;UpdateParentWithChildren;9.7825
297;DeleteParentWithChildren;22.8973
298;InsertParentWithChildren;21.6427
298;GetParentsWithChildren;1.5091
298;UpdateParentWithChildren;9.2561
298;DeleteParentWithChildren;22.2990
299;InsertParentWithChildren;20.8626
299;GetParentsWithChildren;1.6451
299;UpdateParentWithChildren;21.4531
299;DeleteParentWithChildren;22.2302
300;InsertParentWithChildren;21.6688
300;GetParentsWithChildren;1.6073
300;UpdateParentWithChildren;40.1651
300;DeleteParentWithChildren;23.4787
301;InsertParentWithChildren;22.9573
301;GetParentsWithChildren;1.5426
301;UpdateParentWithChildren;10.4351
301;DeleteParentWithChildren;22.7374
302;InsertParentWithChildren;21.3228
302;GetParentsWithChildren;11.4724
302;UpdateParentWithChildren;22.1895
302;DeleteParentWithChildren;22.7939
303;InsertParentWithChildren;9.2075
303;GetParentsWithChildren;1.5295
303;UpdateParentWithChildren;19.5531
303;DeleteParentWithChildren;21.8600
304;InsertParentWithChildren;21.4535
304;GetParentsWithChildren;1.6116
304;UpdateParentWithChildren;21.1663
304;DeleteParentWithChildren;22.1345
305;InsertParentWithChildren;21.2601
305;GetParentsWithChildren;1.8379
305;UpdateParentWithChildren;56.9322
305;DeleteParentWithChildren;22.9350
306;InsertParentWithChildren;22.1846
306;GetParentsWithChildren;1.6840
306;UpdateParentWithChildren;20.2187
306;DeleteParentWithChildren;21.7952
307;InsertParentWithChildren;21.8500
307;GetParentsWithChildren;1.4444
307;UpdateParentWithChildren;20.4691
307;DeleteParentWithChildren;9.1965
308;InsertParentWithChildren;21.1579
308;GetParentsWithChildren;1.5454
308;UpdateParentWithChildren;8.8673
308;DeleteParentWithChildren;22.6343
309;InsertParentWithChildren;22.3548
309;GetParentsWithChildren;1.6296
309;UpdateParentWithChildren;21.0630
309;DeleteParentWithChildren;21.8442
310;InsertParentWithChildren;21.9178
310;GetParentsWithChildren;1.6173
310;UpdateParentWithChildren;20.4452
310;DeleteParentWithChildren;22.0719
311;InsertParentWithChildren;10.3678
311;GetParentsWithChildren;1.5255
311;UpdateParentWithChildren;20.1964
311;DeleteParentWithChildren;11.6466
312;InsertParentWithChildren;22.0299
312;GetParentsWithChildren;1.5858
312;UpdateParentWithChildren;10.6600
312;DeleteParentWithChildren;22.6055
313;InsertParentWithChildren;21.9232
313;GetParentsWithChildren;1.5747
313;UpdateParentWithChildren;20.8073
313;DeleteParentWithChildren;21.8429
314;InsertParentWithChildren;21.4266
314;GetParentsWithChildren;1.5609
314;UpdateParentWithChildren;21.5812
314;DeleteParentWithChildren;22.0307
315;InsertParentWithChildren;21.6276
315;GetParentsWithChildren;1.4265
315;UpdateParentWithChildren;36.5643
315;DeleteParentWithChildren;10.9935
316;InsertParentWithChildren;13.2721
316;GetParentsWithChildren;1.7756
316;UpdateParentWithChildren;12.4866
316;DeleteParentWithChildren;10.1422
317;InsertParentWithChildren;21.7067
317;GetParentsWithChildren;1.4803
317;UpdateParentWithChildren;22.1930
317;DeleteParentWithChildren;22.1211
318;InsertParentWithChildren;21.5538
318;GetParentsWithChildren;1.5128
318;UpdateParentWithChildren;20.8734
318;DeleteParentWithChildren;22.8945
319;InsertParentWithChildren;21.8121
319;GetParentsWithChildren;1.5092
319;UpdateParentWithChildren;20.6575
319;DeleteParentWithChildren;22.1931
320;InsertParentWithChildren;22.0778
320;GetParentsWithChildren;1.5815
320;UpdateParentWithChildren;21.2296
320;DeleteParentWithChildren;40.8905
321;InsertParentWithChildren;23.1079
321;GetParentsWithChildren;1.7964
321;UpdateParentWithChildren;21.2066
321;DeleteParentWithChildren;24.8254
322;InsertParentWithChildren;22.3439
322;GetParentsWithChildren;1.4838
322;UpdateParentWithChildren;21.8098
322;DeleteParentWithChildren;22.1425
323;InsertParentWithChildren;23.5188
323;GetParentsWithChildren;1.6981
323;UpdateParentWithChildren;21.2167
323;DeleteParentWithChildren;22.0097
324;InsertParentWithChildren;22.1999
324;GetParentsWithChildren;1.7436
324;UpdateParentWithChildren;19.8437
324;DeleteParentWithChildren;22.5710
325;InsertParentWithChildren;18.0578
325;GetParentsWithChildren;1.5220
325;UpdateParentWithChildren;21.0967
325;DeleteParentWithChildren;32.7236
326;InsertParentWithChildren;22.9058
326;GetParentsWithChildren;1.4036
326;UpdateParentWithChildren;24.9893
326;DeleteParentWithChildren;23.6348
327;InsertParentWithChildren;19.6498
327;GetParentsWithChildren;1.4057
327;UpdateParentWithChildren;24.5870
327;DeleteParentWithChildren;11.8950
328;InsertParentWithChildren;13.9345
328;GetParentsWithChildren;1.4722
328;UpdateParentWithChildren;23.1442
328;DeleteParentWithChildren;24.4845
329;InsertParentWithChildren;23.4035
329;GetParentsWithChildren;1.6547
329;UpdateParentWithChildren;24.5662
329;DeleteParentWithChildren;25.0187
330;InsertParentWithChildren;23.7065
330;GetParentsWithChildren;2.0573
330;UpdateParentWithChildren;8.8671
330;DeleteParentWithChildren;22.6571
331;InsertParentWithChildren;45.3308
331;GetParentsWithChildren;1.5137
331;UpdateParentWithChildren;31.3521
331;DeleteParentWithChildren;24.6600
332;InsertParentWithChildren;20.1878
332;GetParentsWithChildren;1.5500
332;UpdateParentWithChildren;29.8672
332;DeleteParentWithChildren;24.6682
333;InsertParentWithChildren;29.1792
333;GetParentsWithChildren;1.4054
333;UpdateParentWithChildren;23.2896
333;DeleteParentWithChildren;23.9715
334;InsertParentWithChildren;29.9894
334;GetParentsWithChildren;1.6089
334;UpdateParentWithChildren;64.4415
334;DeleteParentWithChildren;24.6854
335;InsertParentWithChildren;23.2928
335;GetParentsWithChildren;1.6330
335;UpdateParentWithChildren;119.4687
335;DeleteParentWithChildren;9.9771
336;InsertParentWithChildren;10.3453
336;GetParentsWithChildren;1.4889
336;UpdateParentWithChildren;11.0005
336;DeleteParentWithChildren;9.7704
337;InsertParentWithChildren;9.8741
337;GetParentsWithChildren;1.6663
337;UpdateParentWithChildren;10.1364
337;DeleteParentWithChildren;9.4099
338;InsertParentWithChildren;11.6134
338;GetParentsWithChildren;1.5334
338;UpdateParentWithChildren;9.4265
338;DeleteParentWithChildren;10.5575
339;InsertParentWithChildren;9.7739
339;GetParentsWithChildren;1.6782
339;UpdateParentWithChildren;9.4513
339;DeleteParentWithChildren;10.8777
340;InsertParentWithChildren;9.4855
340;GetParentsWithChildren;1.5819
340;UpdateParentWithChildren;36.0389
340;DeleteParentWithChildren;9.4023
341;InsertParentWithChildren;12.9500
341;GetParentsWithChildren;1.8547
341;UpdateParentWithChildren;11.6211
341;DeleteParentWithChildren;11.5613
342;InsertParentWithChildren;10.0850
342;GetParentsWithChildren;1.4731
342;UpdateParentWithChildren;15.0711
342;DeleteParentWithChildren;9.5553
343;InsertParentWithChildren;18.6753
343;GetParentsWithChildren;1.4185
343;UpdateParentWithChildren;13.3811
343;DeleteParentWithChildren;14.5765
344;InsertParentWithChildren;8.1910
344;GetParentsWithChildren;1.6056
344;UpdateParentWithChildren;17.6567
344;DeleteParentWithChildren;19.4008
345;InsertParentWithChildren;13.7270
345;GetParentsWithChildren;1.6011
345;UpdateParentWithChildren;31.0127
345;DeleteParentWithChildren;16.7112
346;InsertParentWithChildren;13.4156
346;GetParentsWithChildren;1.5841
346;UpdateParentWithChildren;15.8095
346;DeleteParentWithChildren;14.4262
347;InsertParentWithChildren;13.7610
347;GetParentsWithChildren;1.5603
347;UpdateParentWithChildren;9.6008
347;DeleteParentWithChildren;17.2878
348;InsertParentWithChildren;14.6137
348;GetParentsWithChildren;1.4872
348;UpdateParentWithChildren;17.1548
348;DeleteParentWithChildren;17.1746
349;InsertParentWithChildren;8.1763
349;GetParentsWithChildren;1.3800
349;UpdateParentWithChildren;14.5229
349;DeleteParentWithChildren;11.6153
350;InsertParentWithChildren;12.9910
350;GetParentsWithChildren;1.4980
350;UpdateParentWithChildren;16.7311
350;DeleteParentWithChildren;38.2109
351;InsertParentWithChildren;22.3547
351;GetParentsWithChildren;1.4626
351;UpdateParentWithChildren;22.0153
351;DeleteParentWithChildren;22.1224
352;InsertParentWithChildren;22.2380
352;GetParentsWithChildren;1.5940
352;UpdateParentWithChildren;10.1609
352;DeleteParentWithChildren;10.9555
353;InsertParentWithChildren;10.2463
353;GetParentsWithChildren;1.3080
353;UpdateParentWithChildren;21.4944
353;DeleteParentWithChildren;23.0313
354;InsertParentWithChildren;17.7549
354;GetParentsWithChildren;1.5060
354;UpdateParentWithChildren;21.6607
354;DeleteParentWithChildren;22.7561
355;InsertParentWithChildren;22.4855
355;GetParentsWithChildren;1.5581
355;UpdateParentWithChildren;21.9800
355;DeleteParentWithChildren;24.8482
356;InsertParentWithChildren;37.3579
356;GetParentsWithChildren;1.8141
356;UpdateParentWithChildren;22.2115
356;DeleteParentWithChildren;11.2798
357;InsertParentWithChildren;22.8408
357;GetParentsWithChildren;1.6154
357;UpdateParentWithChildren;22.9363
357;DeleteParentWithChildren;23.9260
358;InsertParentWithChildren;22.8696
358;GetParentsWithChildren;1.8720
358;UpdateParentWithChildren;10.7775
358;DeleteParentWithChildren;11.3534
359;InsertParentWithChildren;23.6674
359;GetParentsWithChildren;1.7980
359;UpdateParentWithChildren;22.3390
359;DeleteParentWithChildren;23.5264
360;InsertParentWithChildren;23.0175
360;GetParentsWithChildren;1.9818
360;UpdateParentWithChildren;20.6783
360;DeleteParentWithChildren;10.3750
361;InsertParentWithChildren;23.0573
361;GetParentsWithChildren;1.8395
361;UpdateParentWithChildren;20.8201
361;DeleteParentWithChildren;22.7376
362;InsertParentWithChildren;22.9231
362;GetParentsWithChildren;1.7571
362;UpdateParentWithChildren;21.2034
362;DeleteParentWithChildren;22.7421
363;InsertParentWithChildren;8.3487
363;GetParentsWithChildren;1.5278
363;UpdateParentWithChildren;9.4758
363;DeleteParentWithChildren;23.5554
364;InsertParentWithChildren;21.9102
364;GetParentsWithChildren;1.9496
364;UpdateParentWithChildren;19.8902
364;DeleteParentWithChildren;10.2817
365;InsertParentWithChildren;9.8384
365;GetParentsWithChildren;1.8558
365;UpdateParentWithChildren;11.0840
365;DeleteParentWithChildren;41.5180
366;InsertParentWithChildren;20.7206
366;GetParentsWithChildren;1.7603
366;UpdateParentWithChildren;10.9823
366;DeleteParentWithChildren;10.1250
367;InsertParentWithChildren;9.8648
367;GetParentsWithChildren;1.5380
367;UpdateParentWithChildren;20.0079
367;DeleteParentWithChildren;21.3896
368;InsertParentWithChildren;20.9801
368;GetParentsWithChildren;1.7372
368;UpdateParentWithChildren;11.8225
368;DeleteParentWithChildren;21.1919
369;InsertParentWithChildren;8.3110
369;GetParentsWithChildren;1.3123
369;UpdateParentWithChildren;20.1987
369;DeleteParentWithChildren;21.6648
370;InsertParentWithChildren;20.0860
370;GetParentsWithChildren;1.6754
370;UpdateParentWithChildren;20.1317
370;DeleteParentWithChildren;55.2932
371;InsertParentWithChildren;9.4000
371;GetParentsWithChildren;1.2573
371;UpdateParentWithChildren;19.7476
371;DeleteParentWithChildren;21.0201
372;InsertParentWithChildren;19.9343
372;GetParentsWithChildren;1.4311
372;UpdateParentWithChildren;20.0766
372;DeleteParentWithChildren;21.4227
373;InsertParentWithChildren;21.1681
373;GetParentsWithChildren;2.7453
373;UpdateParentWithChildren;19.8796
373;DeleteParentWithChildren;10.4267
374;InsertParentWithChildren;21.7379
374;GetParentsWithChildren;1.4656
374;UpdateParentWithChildren;19.6018
374;DeleteParentWithChildren;20.8650
375;InsertParentWithChildren;20.8096
375;GetParentsWithChildren;1.6585
375;UpdateParentWithChildren;20.4433
375;DeleteParentWithChildren;21.3773
376;InsertParentWithChildren;54.5116
376;GetParentsWithChildren;1.6064
376;UpdateParentWithChildren;20.6730
376;DeleteParentWithChildren;20.9139
