Run;MethodName;Duration(ms);MemoryUsed(bytes)
162;DeleteParentWithChildren;3,0595;16448
163;InsertParentWithChildren;5,1121;24600
163;GetParentsWithChildren;0,7499;16448
163;UpdateParentWithChildren;5,5812;24536
163;DeleteParentWithChildren;5,1368;16448
164;InsertParentWithChildren;5,5385;24600
164;GetParentsWithChildren;0,6283;16448
164;UpdateParentWithChildren;5,0201;24536
164;DeleteParentWithChildren;3,7109;16448
165;InsertParentWithChildren;4,8184;24600
165;GetParentsWithChildren;0,6207;16448
165;UpdateParentWithChildren;5,4336;24536
165;DeleteParentWithChildren;5,3890;16448
166;InsertParentWithChildren;5,1811;24600
166;GetParentsWithChildren;0,5769;16448
166;UpdateParentWithChildren;4,7964;24536
166;DeleteParentWithChildren;4,7609;16448
167;InsertParentWithChildren;4,2994;24600
167;GetParentsWithChildren;0,5120;16448
167;UpdateParentWithChildren;4,4893;24536
167;DeleteParentWithChildren;2,2459;16448
168;InsertParentWithChildren;6,3635;24600
168;GetParentsWithChildren;0,5526;16448
168;UpdateParentWithChildren;3,4860;24536
168;DeleteParentWithChildren;5,6586;16448
169;InsertParentWithChildren;5,3032;24600
169;GetParentsWithChildren;0,7448;16448
169;UpdateParentWithChildren;4,6550;24536
169;DeleteParentWithChildren;3,6058;16448
170;InsertParentWithChildren;3,9609;24600
170;GetParentsWithChildren;0,6383;16448
170;UpdateParentWithChildren;5,0268;24536
170;DeleteParentWithChildren;4,3556;16448
171;InsertParentWithChildren;4,8351;24600
171;GetParentsWithChildren;0,5240;16448
171;UpdateParentWithChildren;4,4763;24536
171;DeleteParentWithChildren;2,1902;16448
172;InsertParentWithChildren;3,1440;24600
172;GetParentsWithChildren;0,4821;16448
172;UpdateParentWithChildren;4,9779;28584
172;DeleteParentWithChildren;2,4651;16448
173;InsertParentWithChildren;5,8258;24600
173;GetParentsWithChildren;0,6330;16448
173;UpdateParentWithChildren;5,2415;24536
173;DeleteParentWithChildren;4,4640;16448
174;InsertParentWithChildren;4,4844;24600
174;GetParentsWithChildren;0,5616;16448
174;UpdateParentWithChildren;3,5391;24536
174;DeleteParentWithChildren;5,1543;16448
175;InsertParentWithChildren;4,8402;24600
175;GetParentsWithChildren;0,6759;16448
175;UpdateParentWithChildren;4,6207;24536
175;DeleteParentWithChildren;3,6811;16448
176;InsertParentWithChildren;5,1171;24600
176;GetParentsWithChildren;0,8215;16448
176;UpdateParentWithChildren;4,7377;24536
176;DeleteParentWithChildren;2,3167;16448
177;InsertParentWithChildren;5,6910;24600
177;GetParentsWithChildren;0,7315;16448
177;UpdateParentWithChildren;5,8892;24536
177;DeleteParentWithChildren;4,0031;16448
178;InsertParentWithChildren;4,4323;24600
178;GetParentsWithChildren;0,5562;16448
178;UpdateParentWithChildren;3,3728;24536
178;DeleteParentWithChildren;4,9656;16448
179;InsertParentWithChildren;5,3366;24600
179;GetParentsWithChildren;0,6002;16448
179;UpdateParentWithChildren;6,6963;24536
179;DeleteParentWithChildren;5,7717;16448
180;InsertParentWithChildren;5,8790;24600
180;GetParentsWithChildren;0,5812;16448
180;UpdateParentWithChildren;3,9922;24536
180;DeleteParentWithChildren;4,2376;16448
181;InsertParentWithChildren;5,6117;24600
181;GetParentsWithChildren;0,5320;16448
181;UpdateParentWithChildren;4,8467;24536
181;DeleteParentWithChildren;4,0934;16448
182;InsertParentWithChildren;4,4824;24600
182;GetParentsWithChildren;0,5954;16448
182;UpdateParentWithChildren;4,9772;24536
182;DeleteParentWithChildren;4,8299;16448
183;InsertParentWithChildren;5,1002;24600
183;GetParentsWithChildren;0,6266;16448
183;UpdateParentWithChildren;6,9180;24536
183;DeleteParentWithChildren;7,3847;16448
184;InsertParentWithChildren;5,3172;24600
184;GetParentsWithChildren;0,9610;16448
184;UpdateParentWithChildren;4,3536;24536
184;DeleteParentWithChildren;4,0368;16448
185;InsertParentWithChildren;4,6680;24600
185;GetParentsWithChildren;0,6241;16448
185;UpdateParentWithChildren;4,8181;24536
185;DeleteParentWithChildren;2,6045;16448
186;InsertParentWithChildren;6,2551;24600
186;GetParentsWithChildren;0,7039;16448
186;UpdateParentWithChildren;4,5398;24536
186;DeleteParentWithChildren;3,9953;16448
187;InsertParentWithChildren;4,9204;24600
187;GetParentsWithChildren;0,5460;16448
187;UpdateParentWithChildren;3,3787;24536
187;DeleteParentWithChildren;3,3362;16448
188;InsertParentWithChildren;4,9235;24600
188;GetParentsWithChildren;0,6062;16448
188;UpdateParentWithChildren;6,1760;24536
188;DeleteParentWithChildren;2,3520;16448
189;InsertParentWithChildren;5,4830;24600
189;GetParentsWithChildren;0,6412;16448
189;UpdateParentWithChildren;5,3794;24536
189;DeleteParentWithChildren;2,3412;16448
190;InsertParentWithChildren;5,0705;24600
190;GetParentsWithChildren;0,5681;16448
190;UpdateParentWithChildren;4,3618;24536
190;DeleteParentWithChildren;3,5983;16448
191;InsertParentWithChildren;2,9218;24600
191;GetParentsWithChildren;0,5917;16448
191;UpdateParentWithChildren;4,8904;24536
191;DeleteParentWithChildren;2,6321;16448
192;InsertParentWithChildren;6,9111;24600
192;GetParentsWithChildren;0,7058;16448
192;UpdateParentWithChildren;4,4859;24536
192;DeleteParentWithChildren;2,8393;16448
193;InsertParentWithChildren;5,4339;24600
193;GetParentsWithChildren;0,7326;16448
193;UpdateParentWithChildren;5,0446;24536
193;DeleteParentWithChildren;3,4861;16448
194;InsertParentWithChildren;3,8243;24600
194;GetParentsWithChildren;0,6690;16448
194;UpdateParentWithChildren;5,9608;24536
194;DeleteParentWithChildren;4,7058;16448
195;InsertParentWithChildren;4,6495;24600
195;GetParentsWithChildren;0,6294;16448
195;UpdateParentWithChildren;4,1234;24536
195;DeleteParentWithChildren;2,2873;16448
196;InsertParentWithChildren;6,9422;24600
196;GetParentsWithChildren;0,6634;16448
196;UpdateParentWithChildren;4,5810;24536
196;DeleteParentWithChildren;4,1703;16448
197;InsertParentWithChildren;4,7083;24600
197;GetParentsWithChildren;0,6399;16448
197;UpdateParentWithChildren;4,8129;24536
197;DeleteParentWithChildren;3,8008;16448
198;InsertParentWithChildren;4,4173;24600
198;GetParentsWithChildren;0,7167;16448
198;UpdateParentWithChildren;5,2969;24536
198;DeleteParentWithChildren;5,9837;16448
199;InsertParentWithChildren;5,3318;24600
199;GetParentsWithChildren;0,8451;16448
199;UpdateParentWithChildren;8,1073;24536
199;DeleteParentWithChildren;4,3464;16448
200;InsertParentWithChildren;3,3540;24600
200;GetParentsWithChildren;0,5804;16448
200;UpdateParentWithChildren;5,5579;24536
200;DeleteParentWithChildren;3,8199;16448
201;InsertParentWithChildren;4,4686;24600
201;GetParentsWithChildren;0,6836;8224
201;UpdateParentWithChildren;4,5703;24536
201;DeleteParentWithChildren;5,2797;16448
202;InsertParentWithChildren;4,1101;24600
202;GetParentsWithChildren;0,7103;16448
202;UpdateParentWithChildren;4,9072;24536
202;DeleteParentWithChildren;4,6846;16448
203;InsertParentWithChildren;4,3424;24600
203;GetParentsWithChildren;0,7980;16448
203;UpdateParentWithChildren;5,1821;24536
203;DeleteParentWithChildren;3,0704;16448
204;InsertParentWithChildren;6,3847;24600
204;GetParentsWithChildren;0,7276;16448
204;UpdateParentWithChildren;4,8519;24536
204;DeleteParentWithChildren;3,9877;16448
205;InsertParentWithChildren;5,6264;24600
205;GetParentsWithChildren;0,7131;16448
205;UpdateParentWithChildren;4,4917;24536
205;DeleteParentWithChildren;5,7415;16448
206;InsertParentWithChildren;5,0361;24600
206;GetParentsWithChildren;0,6749;16448
206;UpdateParentWithChildren;4,4796;24536
206;DeleteParentWithChildren;4,9387;16448
207;InsertParentWithChildren;4,8656;24600
207;GetParentsWithChildren;0,5874;16448
207;UpdateParentWithChildren;6,1273;24536
207;DeleteParentWithChildren;5,3040;16448
208;InsertParentWithChildren;4,7142;24600
208;GetParentsWithChildren;0,6276;16448
208;UpdateParentWithChildren;7,3777;24536
208;DeleteParentWithChildren;5,2417;16448
209;InsertParentWithChildren;5,0411;24600
209;GetParentsWithChildren;0,7829;16448
209;UpdateParentWithChildren;4,4945;24536
209;DeleteParentWithChildren;3,3530;16448
210;InsertParentWithChildren;4,4322;24600
210;GetParentsWithChildren;0,6851;16448
210;UpdateParentWithChildren;5,3160;24536
210;DeleteParentWithChildren;2,5082;16448
211;InsertParentWithChildren;3,7665;24600
211;GetParentsWithChildren;0,5971;16448
211;UpdateParentWithChildren;3,2074;24536
211;DeleteParentWithChildren;3,7424;16448
212;InsertParentWithChildren;3,0240;24600
212;GetParentsWithChildren;0,6393;16448
212;UpdateParentWithChildren;7,1181;24536
212;DeleteParentWithChildren;2,6431;16448
213;InsertParentWithChildren;3,9573;24600
213;GetParentsWithChildren;0,6363;16448
213;UpdateParentWithChildren;4,7062;24536
213;DeleteParentWithChildren;4,0879;16448
214;InsertParentWithChildren;3,7691;24600
214;GetParentsWithChildren;0,5682;16448
214;UpdateParentWithChildren;5,3709;24536
214;DeleteParentWithChildren;5,6049;16448
215;InsertParentWithChildren;5,0068;24600
215;GetParentsWithChildren;0,6058;16448
215;UpdateParentWithChildren;4,5576;24536
215;DeleteParentWithChildren;4,4190;16448
216;InsertParentWithChildren;4,0666;24600
216;GetParentsWithChildren;0,5822;16448
216;UpdateParentWithChildren;4,7588;24536
216;DeleteParentWithChildren;2,4179;16448
217;InsertParentWithChildren;5,1780;24600
217;GetParentsWithChildren;0,6691;16448
217;UpdateParentWithChildren;4,7363;24536
217;DeleteParentWithChildren;5,0449;16448
218;InsertParentWithChildren;5,7088;24600
218;GetParentsWithChildren;0,6896;16448
218;UpdateParentWithChildren;5,8089;24536
218;DeleteParentWithChildren;3,5244;16448
219;InsertParentWithChildren;4,7207;24600
219;GetParentsWithChildren;0,6370;16448
219;UpdateParentWithChildren;4,9889;24536
219;DeleteParentWithChildren;6,5010;16448
220;InsertParentWithChildren;4,6828;24600
220;GetParentsWithChildren;0,5064;16448
220;UpdateParentWithChildren;4,1896;28584
220;DeleteParentWithChildren;4,4081;16448
221;InsertParentWithChildren;4,6883;24600
221;GetParentsWithChildren;0,5808;16448
221;UpdateParentWithChildren;6,2138;24536
221;DeleteParentWithChildren;2,5669;16448
222;InsertParentWithChildren;4,6291;24600
222;GetParentsWithChildren;0,6837;16448
222;UpdateParentWithChildren;4,0747;24536
222;DeleteParentWithChildren;3,6012;16448
223;InsertParentWithChildren;5,4403;24600
223;GetParentsWithChildren;0,6553;16448
223;UpdateParentWithChildren;4,3734;24536
223;DeleteParentWithChildren;5,8012;16448
224;InsertParentWithChildren;4,8037;24600
224;GetParentsWithChildren;0,5215;16448
224;UpdateParentWithChildren;4,6665;24536
224;DeleteParentWithChildren;4,4017;16448
225;InsertParentWithChildren;3,9880;24600
225;GetParentsWithChildren;0,5664;16448
225;UpdateParentWithChildren;5,4970;24536
225;DeleteParentWithChildren;2,5889;16448
226;InsertParentWithChildren;6,5955;24600
226;GetParentsWithChildren;0,6229;16448
226;UpdateParentWithChildren;4,9053;24536
226;DeleteParentWithChildren;2,9968;16448
227;InsertParentWithChildren;5,3337;24600
227;GetParentsWithChildren;0,5711;16448
227;UpdateParentWithChildren;5,5453;24536
227;DeleteParentWithChildren;4,2706;16448
228;InsertParentWithChildren;3,4824;24600
228;GetParentsWithChildren;0,6250;16448
228;UpdateParentWithChildren;5,0943;24536
228;DeleteParentWithChildren;4,4007;16448
229;InsertParentWithChildren;4,6290;24600
229;GetParentsWithChildren;0,5564;16448
229;UpdateParentWithChildren;4,7939;24536
229;DeleteParentWithChildren;2,5399;16448
230;InsertParentWithChildren;3,1023;24600
230;GetParentsWithChildren;0,6491;16448
230;UpdateParentWithChildren;5,1348;24536
230;DeleteParentWithChildren;3,9797;16448
231;InsertParentWithChildren;4,3367;24600
231;GetParentsWithChildren;0,5842;16448
231;UpdateParentWithChildren;6,7978;16448
231;DeleteParentWithChildren;4,4029;16448
232;InsertParentWithChildren;4,9263;24600
232;GetParentsWithChildren;0,6942;16448
232;UpdateParentWithChildren;4,6871;24536
232;DeleteParentWithChildren;2,6403;16448
233;InsertParentWithChildren;8,3756;24600
233;GetParentsWithChildren;0,6956;16448
233;UpdateParentWithChildren;4,6606;24536
233;DeleteParentWithChildren;2,8877;16448
234;InsertParentWithChildren;5,6232;24600
234;GetParentsWithChildren;0,6819;16448
234;UpdateParentWithChildren;5,6718;24536
234;DeleteParentWithChildren;2,4389;16448
235;InsertParentWithChildren;3,2574;24600
235;GetParentsWithChildren;0,6296;16448
235;UpdateParentWithChildren;5,1908;24536
235;DeleteParentWithChildren;5,7517;16448
236;InsertParentWithChildren;5,1494;24600
236;GetParentsWithChildren;0,5750;16448
236;UpdateParentWithChildren;4,2530;24536
236;DeleteParentWithChildren;4,4893;16448
237;InsertParentWithChildren;4,6972;24600
237;GetParentsWithChildren;0,5555;16448
237;UpdateParentWithChildren;6,3476;24536
237;DeleteParentWithChildren;2,4602;16448
238;InsertParentWithChildren;6,3005;16448
238;GetParentsWithChildren;0,6415;16448
238;UpdateParentWithChildren;4,6941;24536
238;DeleteParentWithChildren;3,8640;16448
239;InsertParentWithChildren;3,8245;24600
239;GetParentsWithChildren;0,5741;16448
239;UpdateParentWithChildren;4,9469;24536
239;DeleteParentWithChildren;3,5622;16448
240;InsertParentWithChildren;4,4627;24600
240;GetParentsWithChildren;0,6362;16448
240;UpdateParentWithChildren;5,2528;24536
240;DeleteParentWithChildren;4,5039;16448
241;InsertParentWithChildren;4,7316;24600
241;GetParentsWithChildren;0,6583;16448
241;UpdateParentWithChildren;8,0247;24536
241;DeleteParentWithChildren;6,8777;16448
242;InsertParentWithChildren;4,5347;24600
242;GetParentsWithChildren;0,5613;16448
242;UpdateParentWithChildren;4,7118;24536
242;DeleteParentWithChildren;3,2057;16448
243;InsertParentWithChildren;4,7565;24600
243;GetParentsWithChildren;0,5814;16448
243;UpdateParentWithChildren;5,1125;24536
243;DeleteParentWithChildren;2,9231;16448
244;InsertParentWithChildren;5,9015;24600
244;GetParentsWithChildren;0,5252;16448
244;UpdateParentWithChildren;4,6824;24536
244;DeleteParentWithChildren;4,3058;16448
245;InsertParentWithChildren;4,1267;24600
245;GetParentsWithChildren;0,6856;16448
245;UpdateParentWithChildren;3,3395;24536
245;DeleteParentWithChildren;4,9497;16448
246;InsertParentWithChildren;4,8963;24600
246;GetParentsWithChildren;0,6672;16448
246;UpdateParentWithChildren;6,5262;24536
246;DeleteParentWithChildren;3,5575;16448
247;InsertParentWithChildren;5,6119;24600
247;GetParentsWithChildren;0,5083;16448
247;UpdateParentWithChildren;4,4930;24536
247;DeleteParentWithChildren;2,8706;16448
248;InsertParentWithChildren;6,0026;24600
248;GetParentsWithChildren;0,6603;16448
248;UpdateParentWithChildren;4,9358;24536
248;DeleteParentWithChildren;2,4715;16448
249;InsertParentWithChildren;5,9557;24600
249;GetParentsWithChildren;0,6142;16448
249;UpdateParentWithChildren;5,1440;24536
249;DeleteParentWithChildren;4,4288;16448
250;InsertParentWithChildren;4,9166;24600
250;GetParentsWithChildren;0,4616;16448
250;UpdateParentWithChildren;4,1032;24536
250;DeleteParentWithChildren;4,2387;16448
251;InsertParentWithChildren;4,9592;24600
251;GetParentsWithChildren;6,6440;16448
251;UpdateParentWithChildren;4,7648;24536
251;DeleteParentWithChildren;4,6311;16448
252;InsertParentWithChildren;3,9597;24600
252;GetParentsWithChildren;0,5937;16448
252;UpdateParentWithChildren;3,9384;24672
252;DeleteParentWithChildren;4,4636;16448
253;InsertParentWithChildren;5,2177;24600
253;GetParentsWithChildren;0,6889;16448
253;UpdateParentWithChildren;5,8645;24536
253;DeleteParentWithChildren;2,9497;16448
254;InsertParentWithChildren;3,0520;24600
254;GetParentsWithChildren;0,4886;16448
254;UpdateParentWithChildren;6,5229;24536
254;DeleteParentWithChildren;4,6370;16448
255;InsertParentWithChildren;3,7085;24600
255;GetParentsWithChildren;0,5246;16448
255;UpdateParentWithChildren;4,9093;24536
255;DeleteParentWithChildren;2,5255;16448
256;InsertParentWithChildren;5,0410;24600
256;GetParentsWithChildren;0,5749;16448
256;UpdateParentWithChildren;4,4769;24536
256;DeleteParentWithChildren;5,4981;16448
257;InsertParentWithChildren;4,8381;24600
257;GetParentsWithChildren;0,7344;16448
257;UpdateParentWithChildren;5,3200;24536
257;DeleteParentWithChildren;3,5982;16448
258;InsertParentWithChildren;4,5194;24600
258;GetParentsWithChildren;0,6703;16448
258;UpdateParentWithChildren;5,9671;24536
258;DeleteParentWithChildren;4,5644;16448
259;InsertParentWithChildren;5,0023;24600
259;GetParentsWithChildren;0,7300;16448
259;UpdateParentWithChildren;6,8984;24536
259;DeleteParentWithChildren;2,7579;16448
260;InsertParentWithChildren;6,4737;24600
260;GetParentsWithChildren;0,9348;16448
260;UpdateParentWithChildren;6,4122;24536
260;DeleteParentWithChildren;4,3492;16448
261;InsertParentWithChildren;4,7153;24600
261;GetParentsWithChildren;0,6747;16448
261;UpdateParentWithChildren;5,3838;24536
261;DeleteParentWithChildren;4,7000;16448
262;InsertParentWithChildren;4,9951;24600
262;GetParentsWithChildren;0,5765;16448
262;UpdateParentWithChildren;4,7770;24536
262;DeleteParentWithChildren;2,2810;16448
263;InsertParentWithChildren;4,1926;24600
263;GetParentsWithChildren;0,5425;16448
263;UpdateParentWithChildren;5,6994;24536
263;DeleteParentWithChildren;4,1821;16448
264;InsertParentWithChildren;5,1932;24600
264;GetParentsWithChildren;0,6788;16448
264;UpdateParentWithChildren;5,4478;24536
264;DeleteParentWithChildren;5,9471;16448
265;InsertParentWithChildren;6,3571;24600
265;GetParentsWithChildren;0,6679;16448
265;UpdateParentWithChildren;4,4574;24536
265;DeleteParentWithChildren;4,1426;16448
266;InsertParentWithChildren;5,2462;24600
266;GetParentsWithChildren;0,5953;16448
266;UpdateParentWithChildren;4,8787;24536
266;DeleteParentWithChildren;3,4928;16448
267;InsertParentWithChildren;5,2898;24600
267;GetParentsWithChildren;0,6377;16448
267;UpdateParentWithChildren;5,3798;24536
267;DeleteParentWithChildren;2,4598;16448
268;InsertParentWithChildren;6,2811;24600
268;GetParentsWithChildren;0,5484;16448
268;UpdateParentWithChildren;4,6990;28584
268;DeleteParentWithChildren;4,4403;16448
269;InsertParentWithChildren;4,3547;24600
269;GetParentsWithChildren;0,5096;16448
269;UpdateParentWithChildren;3,3962;24536
269;DeleteParentWithChildren;5,0368;16448
270;InsertParentWithChildren;5,1347;24600
270;GetParentsWithChildren;0,5387;16448
270;UpdateParentWithChildren;4,9319;24536
270;DeleteParentWithChildren;3,6298;16448
271;InsertParentWithChildren;4,7668;24600
271;GetParentsWithChildren;0,6360;16448
271;UpdateParentWithChildren;5,2068;24536
271;DeleteParentWithChildren;2,6944;16448
272;InsertParentWithChildren;3,8879;24600
272;GetParentsWithChildren;0,5539;16448
272;UpdateParentWithChildren;3,2553;24536
272;DeleteParentWithChildren;3,6787;16448
273;InsertParentWithChildren;3,3834;24600
273;GetParentsWithChildren;0,5800;16448
273;UpdateParentWithChildren;5,9930;24536
273;DeleteParentWithChildren;4,1808;16448
274;InsertParentWithChildren;4,9927;24600
274;GetParentsWithChildren;0,4995;16448
274;UpdateParentWithChildren;4,3653;24536
274;DeleteParentWithChildren;2,6155;16448
275;InsertParentWithChildren;6,8129;24600
275;GetParentsWithChildren;0,4863;16448
275;UpdateParentWithChildren;5,4801;24536
275;DeleteParentWithChildren;4,1775;16448
276;InsertParentWithChildren;6,3949;24600
276;GetParentsWithChildren;0,6498;16448
276;UpdateParentWithChildren;5,2092;24536
276;DeleteParentWithChildren;2,5933;16448
277;InsertParentWithChildren;4,8513;24600
277;GetParentsWithChildren;0,5388;16448
277;UpdateParentWithChildren;6,2984;24536
277;DeleteParentWithChildren;6,3080;16448
278;InsertParentWithChildren;7,9232;24600
278;GetParentsWithChildren;0,8628;16448
278;UpdateParentWithChildren;5,9676;24536
278;DeleteParentWithChildren;4,6481;16448
279;InsertParentWithChildren;8,0176;24600
279;GetParentsWithChildren;0,8897;16448
279;UpdateParentWithChildren;6,2516;24536
279;DeleteParentWithChildren;4,1156;16448
280;InsertParentWithChildren;6,5995;24600
280;GetParentsWithChildren;1,3420;16448
280;UpdateParentWithChildren;6,6626;24536
280;DeleteParentWithChildren;3,8917;16448
281;InsertParentWithChildren;5,2478;24600
281;GetParentsWithChildren;0,6302;16448
281;UpdateParentWithChildren;6,2325;24536
281;DeleteParentWithChildren;6,5199;16448
282;InsertParentWithChildren;5,2905;24600
282;GetParentsWithChildren;0,8568;16448
282;UpdateParentWithChildren;6,6509;24536
282;DeleteParentWithChildren;4,8586;16448
283;InsertParentWithChildren;4,5107;24600
283;GetParentsWithChildren;0,6752;16448
283;UpdateParentWithChildren;4,9620;24536
283;DeleteParentWithChildren;2,4607;16448
284;InsertParentWithChildren;5,7419;24600
284;GetParentsWithChildren;0,6581;16448
284;UpdateParentWithChildren;5,2705;24536
284;DeleteParentWithChildren;2,6599;16448
285;InsertParentWithChildren;6,9215;24600
285;GetParentsWithChildren;0,6199;16448
285;UpdateParentWithChildren;4,7281;24536
285;DeleteParentWithChildren;4,2397;16448
286;InsertParentWithChildren;4,8386;24600
286;GetParentsWithChildren;0,5297;16448
286;UpdateParentWithChildren;5,0961;24536
286;DeleteParentWithChildren;5,4489;16448
287;InsertParentWithChildren;5,4512;24600
287;GetParentsWithChildren;0,6099;16448
287;UpdateParentWithChildren;4,5152;24536
287;DeleteParentWithChildren;5,0509;16448
288;InsertParentWithChildren;5,5581;24600
288;GetParentsWithChildren;0,5567;16448
288;UpdateParentWithChildren;4,7709;24536
288;DeleteParentWithChildren;4,1614;16448
289;InsertParentWithChildren;4,5369;24600
289;GetParentsWithChildren;0,5345;16448
289;UpdateParentWithChildren;5,6080;24536
289;DeleteParentWithChildren;6,3991;16448
290;InsertParentWithChildren;4,4661;24600
290;GetParentsWithChildren;0,5176;16448
290;UpdateParentWithChildren;4,9334;24536
290;DeleteParentWithChildren;4,4231;16448
291;InsertParentWithChildren;3,9725;24600
291;GetParentsWithChildren;0,5050;16448
291;UpdateParentWithChildren;4,8167;24536
291;DeleteParentWithChildren;2,5374;16448
292;InsertParentWithChildren;3,2342;24600
292;GetParentsWithChildren;0,5335;16448
292;UpdateParentWithChildren;5,0484;24536
292;DeleteParentWithChildren;3,9046;16448
293;InsertParentWithChildren;4,5087;24600
293;GetParentsWithChildren;0,5494;16448
293;UpdateParentWithChildren;4,3318;24536
293;DeleteParentWithChildren;4,2301;16448
294;InsertParentWithChildren;3,8848;24600
294;GetParentsWithChildren;0,5201;16448
294;UpdateParentWithChildren;3,4292;24536
294;DeleteParentWithChildren;4,2474;16448
295;InsertParentWithChildren;5,2825;24600
295;GetParentsWithChildren;0,5895;16448
295;UpdateParentWithChildren;6,8813;24536
295;DeleteParentWithChildren;3,5600;16448
296;InsertParentWithChildren;4,6554;24672
296;GetParentsWithChildren;0,5391;16448
296;UpdateParentWithChildren;4,7652;24536
296;DeleteParentWithChildren;2,4882;16448
297;InsertParentWithChildren;4,2304;24600
297;GetParentsWithChildren;0,5884;16448
297;UpdateParentWithChildren;5,4019;24536
297;DeleteParentWithChildren;4,3584;16448
298;InsertParentWithChildren;4,1344;24600
298;GetParentsWithChildren;0,5989;16448
298;UpdateParentWithChildren;3,4934;24536
298;DeleteParentWithChildren;5,7050;16448
299;InsertParentWithChildren;4,7976;24600
299;GetParentsWithChildren;0,5032;16448
299;UpdateParentWithChildren;6,7846;24536
299;DeleteParentWithChildren;6,4409;16448
300;InsertParentWithChildren;4,6498;24600
300;GetParentsWithChildren;0,6491;16448
300;UpdateParentWithChildren;4,6252;24536
300;DeleteParentWithChildren;4,3361;16448
301;InsertParentWithChildren;4,9772;24600
301;GetParentsWithChildren;0,7190;16448
301;UpdateParentWithChildren;5,0152;24536
301;DeleteParentWithChildren;2,3915;16448
302;InsertParentWithChildren;6,8622;24600
302;GetParentsWithChildren;0,6556;16448
302;UpdateParentWithChildren;5,2433;24536
302;DeleteParentWithChildren;4,1746;16448
303;InsertParentWithChildren;4,4433;24600
303;GetParentsWithChildren;0,4713;16448
303;UpdateParentWithChildren;4,2307;24536
303;DeleteParentWithChildren;2,4313;16448
304;InsertParentWithChildren;3,0929;24600
304;GetParentsWithChildren;0,7249;16448
304;UpdateParentWithChildren;5,4760;24536
304;DeleteParentWithChildren;2,6836;16448
305;InsertParentWithChildren;6,0742;24600
305;GetParentsWithChildren;0,6269;16448
305;UpdateParentWithChildren;5,0980;24536
305;DeleteParentWithChildren;4,6117;16448
306;InsertParentWithChildren;4,3816;24600
306;GetParentsWithChildren;0,6215;16448
306;UpdateParentWithChildren;5,0384;24536
306;DeleteParentWithChildren;4,8186;16448
307;InsertParentWithChildren;5,3984;24600
307;GetParentsWithChildren;0,5610;16448
307;UpdateParentWithChildren;4,7134;24536
307;DeleteParentWithChildren;5,5478;16448
308;InsertParentWithChildren;6,0020;24600
308;GetParentsWithChildren;0,5735;16448
308;UpdateParentWithChildren;3,5037;24536
308;DeleteParentWithChildren;4,6070;16448
309;InsertParentWithChildren;5,0762;24600
309;GetParentsWithChildren;0,5763;16448
309;UpdateParentWithChildren;5,8901;24536
309;DeleteParentWithChildren;4,0332;16448
310;InsertParentWithChildren;4,5131;24600
310;GetParentsWithChildren;0,5480;16448
310;UpdateParentWithChildren;5,4311;24536
310;DeleteParentWithChildren;4,5936;16448
311;InsertParentWithChildren;4,6763;24600
311;GetParentsWithChildren;0,5290;16448
311;UpdateParentWithChildren;4,8221;24536
311;DeleteParentWithChildren;2,4043;16448
312;InsertParentWithChildren;3,3236;24600
312;GetParentsWithChildren;0,5778;16448
312;UpdateParentWithChildren;5,4475;24536
312;DeleteParentWithChildren;3,6445;16448
313;InsertParentWithChildren;4,7599;24600
313;GetParentsWithChildren;0,6178;16448
313;UpdateParentWithChildren;5,8873;24536
313;DeleteParentWithChildren;4,6923;16448
314;InsertParentWithChildren;3,6416;24600
314;GetParentsWithChildren;0,6557;16448
314;UpdateParentWithChildren;7,5559;24536
314;DeleteParentWithChildren;5,3245;16448
315;InsertParentWithChildren;5,2749;24600
315;GetParentsWithChildren;0,7661;16448
315;UpdateParentWithChildren;4,8238;24536
315;DeleteParentWithChildren;2,4972;16448
316;InsertParentWithChildren;6,0511;24600
316;GetParentsWithChildren;0,7354;16448
316;UpdateParentWithChildren;5,2097;28584
316;DeleteParentWithChildren;2,3856;8224
317;InsertParentWithChildren;4,9306;24600
317;GetParentsWithChildren;0,6450;16448
317;UpdateParentWithChildren;3,5438;24536
317;DeleteParentWithChildren;5,5055;16448
318;InsertParentWithChildren;5,3689;24600
318;GetParentsWithChildren;0,6380;16448
318;UpdateParentWithChildren;4,9078;24536
318;DeleteParentWithChildren;5,0185;16448
319;InsertParentWithChildren;5,0688;24600
319;GetParentsWithChildren;0,5855;16448
319;UpdateParentWithChildren;5,3709;24536
319;DeleteParentWithChildren;4,0477;16448
320;InsertParentWithChildren;4,6450;24600
320;GetParentsWithChildren;0,6301;16448
320;UpdateParentWithChildren;5,1395;24672
320;DeleteParentWithChildren;4,8208;16448
321;InsertParentWithChildren;4,9234;24600
321;GetParentsWithChildren;0,5689;16448
321;UpdateParentWithChildren;6,1675;24536
321;DeleteParentWithChildren;2,4752;16448
322;InsertParentWithChildren;3,9801;24600
322;GetParentsWithChildren;0,5488;16448
322;UpdateParentWithChildren;4,4176;24536
322;DeleteParentWithChildren;3,7859;16448
323;InsertParentWithChildren;4,2880;24600
323;GetParentsWithChildren;0,4893;16448
323;UpdateParentWithChildren;5,2491;24536
323;DeleteParentWithChildren;5,7466;16448
324;InsertParentWithChildren;5,1186;24600
324;GetParentsWithChildren;0,4772;16448
324;UpdateParentWithChildren;4,6676;24536
324;DeleteParentWithChildren;4,2525;16448
