Run;MethodName;Duration(ms);MemoryUsed(bytes)
324;GetParentsWithChildren;0,9880;24608
324;UpdateParentWithChildren;4,9920;49136
324;DeleteParentWithChildren;5,7673;57472
325;InsertParentWithChildren;5,8211;49304
325;GetParentsWithChildren;0,8058;24608
325;UpdateParentWithChildren;5,2937;49136
325;DeleteParentWithChildren;5,7528;57472
326;InsertParentWithChildren;4,2115;49304
326;GetParentsWithChildren;0,9530;24608
326;UpdateParentWithChildren;4,1800;49136
326;DeleteParentWithChildren;6,2111;57472
327;InsertParentWithChildren;3,4422;49304
327;GetParentsWithChildren;0,6812;24608
327;UpdateParentWithChildren;3,8335;49136
327;DeleteParentWithChildren;4,0396;57472
328;InsertParentWithChildren;3,3578;49304
328;GetParentsWithChildren;0,6666;24608
328;UpdateParentWithChildren;5,0124;53176
328;DeleteParentWithChildren;3,7943;57472
329;InsertParentWithChildren;5,7056;49304
329;GetParentsWithChildren;0,7310;24608
329;UpdateParentWithChildren;3,8313;53176
329;DeleteParentWithChildren;3,4076;57472
330;InsertParentWithChildren;5,6566;49304
330;GetParentsWithChildren;0,7774;24608
330;UpdateParentWithChildren;4,1527;53176
330;DeleteParentWithChildren;2,9184;57472
331;InsertParentWithChildren;4,1494;49304
331;GetParentsWithChildren;0,7066;24608
331;UpdateParentWithChildren;5,0602;53176
331;DeleteParentWithChildren;5,8265;57472
332;InsertParentWithChildren;5,3140;49304
332;GetParentsWithChildren;0,6974;24608
332;UpdateParentWithChildren;3,6760;53176
332;DeleteParentWithChildren;5,7087;57472
333;InsertParentWithChildren;3,9671;49304
333;GetParentsWithChildren;0,6823;24608
333;UpdateParentWithChildren;4,1861;53176
333;DeleteParentWithChildren;3,3273;57472
334;InsertParentWithChildren;4,1211;49304
334;GetParentsWithChildren;0,8492;24608
334;UpdateParentWithChildren;4,1160;53176
334;DeleteParentWithChildren;4,6933;57472
335;InsertParentWithChildren;4,1848;49304
335;GetParentsWithChildren;0,7208;24608
335;UpdateParentWithChildren;4,2526;53176
335;DeleteParentWithChildren;4,3328;57472
336;InsertParentWithChildren;6,5143;49304
336;GetParentsWithChildren;0,7453;24608
336;UpdateParentWithChildren;4,6000;53176
336;DeleteParentWithChildren;5,5558;57472
337;InsertParentWithChildren;4,6208;49304
337;GetParentsWithChildren;0,7144;24608
337;UpdateParentWithChildren;3,8306;53176
337;DeleteParentWithChildren;3,0695;57472
338;InsertParentWithChildren;6,2988;49304
338;GetParentsWithChildren;0,7201;24608
338;UpdateParentWithChildren;3,7452;53176
338;DeleteParentWithChildren;5,9505;57472
339;InsertParentWithChildren;4,5127;49304
339;GetParentsWithChildren;0,7403;24608
339;UpdateParentWithChildren;5,1878;53176
339;DeleteParentWithChildren;4,2868;57472
340;InsertParentWithChildren;4,5400;49304
340;GetParentsWithChildren;0,7081;24608
340;UpdateParentWithChildren;3,8840;49136
340;DeleteParentWithChildren;2,9255;57472
341;InsertParentWithChildren;3,7429;49304
341;GetParentsWithChildren;0,7694;24608
341;UpdateParentWithChildren;5,8639;49136
341;DeleteParentWithChildren;4,7332;57472
342;InsertParentWithChildren;4,0717;49304
342;GetParentsWithChildren;0,7051;24608
342;UpdateParentWithChildren;3,9577;49136
342;DeleteParentWithChildren;4,0470;57472
343;InsertParentWithChildren;6,2399;49304
343;GetParentsWithChildren;0,7353;24608
343;UpdateParentWithChildren;3,8575;49136
343;DeleteParentWithChildren;6,0508;57472
344;InsertParentWithChildren;6,3547;49304
344;GetParentsWithChildren;0,7974;24608
344;UpdateParentWithChildren;4,0129;49136
344;DeleteParentWithChildren;4,9707;57472
345;InsertParentWithChildren;5,7380;49304
345;GetParentsWithChildren;0,8015;24608
345;UpdateParentWithChildren;4,5117;53176
345;DeleteParentWithChildren;7,4109;57472
346;InsertParentWithChildren;6,5799;49304
346;GetParentsWithChildren;0,8387;24608
346;UpdateParentWithChildren;4,0230;53176
346;DeleteParentWithChildren;5,7850;57472
347;InsertParentWithChildren;4,2050;49304
347;GetParentsWithChildren;0,6774;24608
347;UpdateParentWithChildren;3,3838;53176
347;DeleteParentWithChildren;4,6641;57472
348;InsertParentWithChildren;4,7031;49304
348;GetParentsWithChildren;0,7417;24608
348;UpdateParentWithChildren;3,5344;53176
348;DeleteParentWithChildren;6,0029;57472
349;InsertParentWithChildren;4,4989;49304
349;GetParentsWithChildren;0,7022;24608
349;UpdateParentWithChildren;4,0380;53176
349;DeleteParentWithChildren;2,6857;57472
350;InsertParentWithChildren;4,3186;49304
350;GetParentsWithChildren;1,0556;24608
350;UpdateParentWithChildren;6,4225;53176
350;DeleteParentWithChildren;5,1321;57472
351;InsertParentWithChildren;4,0339;49304
351;GetParentsWithChildren;0,7311;24608
351;UpdateParentWithChildren;4,0436;53176
351;DeleteParentWithChildren;4,4082;57472
352;InsertParentWithChildren;3,2139;49304
352;GetParentsWithChildren;0,6644;24608
352;UpdateParentWithChildren;4,0502;53176
352;DeleteParentWithChildren;5,8898;57472
353;InsertParentWithChildren;6,7831;49304
353;GetParentsWithChildren;0,9149;24608
353;UpdateParentWithChildren;6,5846;53176
353;DeleteParentWithChildren;5,2958;57472
354;InsertParentWithChildren;4,9829;49304
354;GetParentsWithChildren;0,7826;24608
354;UpdateParentWithChildren;3,6976;53176
354;DeleteParentWithChildren;3,5123;57472
355;InsertParentWithChildren;4,7113;49304
355;GetParentsWithChildren;0,7910;24608
355;UpdateParentWithChildren;4,8865;53176
355;DeleteParentWithChildren;4,4811;57472
356;InsertParentWithChildren;3,2912;49304
356;GetParentsWithChildren;0,6425;24608
356;UpdateParentWithChildren;4,5364;53176
356;DeleteParentWithChildren;4,5833;57472
357;InsertParentWithChildren;3,5615;49304
357;GetParentsWithChildren;0,7447;24608
357;UpdateParentWithChildren;4,3088;53352
357;DeleteParentWithChildren;4,5171;57472
358;InsertParentWithChildren;3,9307;49304
358;GetParentsWithChildren;0,6929;24608
358;UpdateParentWithChildren;3,1123;49136
358;DeleteParentWithChildren;4,6289;57472
359;InsertParentWithChildren;5,8822;49304
359;GetParentsWithChildren;0,6761;24608
359;UpdateParentWithChildren;4,5870;49136
359;DeleteParentWithChildren;2,8591;57472
360;InsertParentWithChildren;6,0611;49304
360;GetParentsWithChildren;0,8253;24608
360;UpdateParentWithChildren;3,8235;49136
360;DeleteParentWithChildren;5,4985;57472
361;InsertParentWithChildren;3,4169;49304
361;GetParentsWithChildren;0,7043;24608
361;UpdateParentWithChildren;4,4615;49136
361;DeleteParentWithChildren;4,3347;57472
362;InsertParentWithChildren;5,1482;49304
362;GetParentsWithChildren;0,9137;24608
362;UpdateParentWithChildren;5,9916;49136
362;DeleteParentWithChildren;3,7474;57472
363;InsertParentWithChildren;6,2404;49304
363;GetParentsWithChildren;0,7554;24608
363;UpdateParentWithChildren;3,9543;53176
363;DeleteParentWithChildren;4,6065;57472
364;InsertParentWithChildren;3,4691;49304
364;GetParentsWithChildren;0,6885;20352
364;UpdateParentWithChildren;6,0572;53176
364;DeleteParentWithChildren;4,6748;57472
365;InsertParentWithChildren;4,1997;49304
365;GetParentsWithChildren;0,7831;24608
365;UpdateParentWithChildren;4,4988;53176
365;DeleteParentWithChildren;3,6764;57472
366;InsertParentWithChildren;5,8385;49304
366;GetParentsWithChildren;0,7522;24608
366;UpdateParentWithChildren;4,6702;53176
366;DeleteParentWithChildren;6,2300;57472
367;InsertParentWithChildren;7,1193;49304
367;GetParentsWithChildren;0,7957;24608
367;UpdateParentWithChildren;5,5854;53176
367;DeleteParentWithChildren;8,3141;57472
368;InsertParentWithChildren;6,8943;49304
368;GetParentsWithChildren;0,8194;24608
368;UpdateParentWithChildren;4,6969;53176
368;DeleteParentWithChildren;5,6980;57472
369;InsertParentWithChildren;6,8690;49304
369;GetParentsWithChildren;0,8701;24608
369;UpdateParentWithChildren;4,1091;53176
369;DeleteParentWithChildren;5,4367;57472
370;InsertParentWithChildren;6,2789;49304
370;GetParentsWithChildren;0,8174;24608
370;UpdateParentWithChildren;5,1457;53176
370;DeleteParentWithChildren;6,4269;57472
371;InsertParentWithChildren;4,2759;49304
371;GetParentsWithChildren;0,9511;24608
371;UpdateParentWithChildren;4,7473;53176
371;DeleteParentWithChildren;5,8094;57472
372;InsertParentWithChildren;5,0893;49304
372;GetParentsWithChildren;0,7235;24608
372;UpdateParentWithChildren;3,6660;53176
372;DeleteParentWithChildren;4,4424;57472
373;InsertParentWithChildren;5,8808;49304
373;GetParentsWithChildren;0,7527;24608
373;UpdateParentWithChildren;4,5577;53176
373;DeleteParentWithChildren;4,0032;57472
374;InsertParentWithChildren;3,7200;49304
374;GetParentsWithChildren;0,7859;24608
374;UpdateParentWithChildren;3,7994;53176
374;DeleteParentWithChildren;5,0827;53000
375;InsertParentWithChildren;5,9368;53352
375;GetParentsWithChildren;0,7079;20352
375;UpdateParentWithChildren;4,3588;53176
375;DeleteParentWithChildren;3,6980;57472
376;InsertParentWithChildren;5,3459;49304
376;GetParentsWithChildren;9,8416;24608
376;UpdateParentWithChildren;6,1478;53176
376;DeleteParentWithChildren;6,6863;57472
377;InsertParentWithChildren;6,6987;49304
377;GetParentsWithChildren;0,8112;24608
377;UpdateParentWithChildren;3,5343;53176
377;DeleteParentWithChildren;5,7269;57472
378;InsertParentWithChildren;4,4394;49304
378;GetParentsWithChildren;1,1226;24608
378;UpdateParentWithChildren;4,5807;53176
378;DeleteParentWithChildren;4,5364;57472
379;InsertParentWithChildren;5,2147;49304
379;GetParentsWithChildren;0,7374;24608
379;UpdateParentWithChildren;5,7620;53176
379;DeleteParentWithChildren;4,9911;57472
380;InsertParentWithChildren;4,7421;49304
380;GetParentsWithChildren;1,2963;24608
380;UpdateParentWithChildren;7,3735;53176
380;DeleteParentWithChildren;5,4552;57472
381;InsertParentWithChildren;5,9887;49304
381;GetParentsWithChildren;1,5040;24672
381;UpdateParentWithChildren;5,0957;53176
381;DeleteParentWithChildren;7,8978;57472
382;InsertParentWithChildren;5,3866;49304
382;GetParentsWithChildren;1,0856;24608
382;UpdateParentWithChildren;4,9674;53176
382;DeleteParentWithChildren;4,9647;57472
383;InsertParentWithChildren;8,6627;49304
383;GetParentsWithChildren;1,1065;24608
383;UpdateParentWithChildren;5,2675;53176
383;DeleteParentWithChildren;3,9467;57472
384;InsertParentWithChildren;3,3348;49304
384;GetParentsWithChildren;0,8973;24608
384;UpdateParentWithChildren;3,9223;53176
384;DeleteParentWithChildren;4,9330;57472
385;InsertParentWithChildren;6,1991;49304
385;GetParentsWithChildren;0,8494;24608
385;UpdateParentWithChildren;5,3172;53176
385;DeleteParentWithChildren;5,3032;57472
386;InsertParentWithChildren;6,2898;49304
386;GetParentsWithChildren;0,9180;24608
386;UpdateParentWithChildren;4,1033;53176
386;DeleteParentWithChildren;4,2699;57472
387;InsertParentWithChildren;5,9416;49304
387;GetParentsWithChildren;0,6919;24608
387;UpdateParentWithChildren;5,8857;53176
387;DeleteParentWithChildren;5,7257;57472
388;InsertParentWithChildren;3,4400;49304
388;GetParentsWithChildren;0,9715;24608
388;UpdateParentWithChildren;4,4303;53176
388;DeleteParentWithChildren;6,3967;57472
389;InsertParentWithChildren;4,5500;49304
389;GetParentsWithChildren;0,7063;24608
389;UpdateParentWithChildren;4,0231;53176
389;DeleteParentWithChildren;3,0830;57472
390;InsertParentWithChildren;3,9096;49304
390;GetParentsWithChildren;0,7507;24608
390;UpdateParentWithChildren;4,4472;53176
390;DeleteParentWithChildren;4,5596;57472
391;InsertParentWithChildren;5,7429;49304
391;GetParentsWithChildren;0,7188;24608
391;UpdateParentWithChildren;4,5293;53176
391;DeleteParentWithChildren;4,0561;57472
392;InsertParentWithChildren;3,0165;49304
392;GetParentsWithChildren;0,7253;24608
392;UpdateParentWithChildren;3,8219;49136
392;DeleteParentWithChildren;4,6383;57472
393;InsertParentWithChildren;3,3215;49304
393;GetParentsWithChildren;0,7281;24608
393;UpdateParentWithChildren;4,6572;49136
393;DeleteParentWithChildren;4,1565;57472
394;InsertParentWithChildren;4,2166;49304
394;GetParentsWithChildren;0,7676;24608
394;UpdateParentWithChildren;5,8724;49136
394;DeleteParentWithChildren;2,8094;57472
395;InsertParentWithChildren;6,2298;49304
395;GetParentsWithChildren;0,7475;24608
395;UpdateParentWithChildren;3,9262;53176
395;DeleteParentWithChildren;5,6609;57472
396;InsertParentWithChildren;3,2890;49304
396;GetParentsWithChildren;0,6603;24608
396;UpdateParentWithChildren;4,1163;53176
396;DeleteParentWithChildren;5,2515;57472
397;InsertParentWithChildren;5,0216;49304
397;GetParentsWithChildren;0,7916;24608
397;UpdateParentWithChildren;5,6597;53176
397;DeleteParentWithChildren;3,7974;57472
398;InsertParentWithChildren;5,8517;49304
398;GetParentsWithChildren;0,8021;24608
398;UpdateParentWithChildren;5,0332;53176
398;DeleteParentWithChildren;5,9118;57472
399;InsertParentWithChildren;5,1254;49304
399;GetParentsWithChildren;0,8014;24608
399;UpdateParentWithChildren;3,9334;53176
399;DeleteParentWithChildren;4,5335;57472
400;InsertParentWithChildren;6,0859;49304
400;GetParentsWithChildren;0,7317;24608
400;UpdateParentWithChildren;4,9430;53176
400;DeleteParentWithChildren;5,9218;57472
401;InsertParentWithChildren;3,3809;49304
401;GetParentsWithChildren;0,9475;24608
401;UpdateParentWithChildren;4,1797;53176
401;DeleteParentWithChildren;3,8463;57472
402;InsertParentWithChildren;5,4427;49304
402;GetParentsWithChildren;0,7964;24608
402;UpdateParentWithChildren;3,7844;53176
402;DeleteParentWithChildren;4,5057;57472
403;InsertParentWithChildren;4,4871;49304
403;GetParentsWithChildren;0,6783;24608
403;UpdateParentWithChildren;5,9560;53176
403;DeleteParentWithChildren;3,6733;57472
404;InsertParentWithChildren;6,4788;49304
404;GetParentsWithChildren;0,8543;24608
404;UpdateParentWithChildren;4,4469;53176
404;DeleteParentWithChildren;5,9996;57472
405;InsertParentWithChildren;6,4772;49304
405;GetParentsWithChildren;0,8203;24608
405;UpdateParentWithChildren;4,0396;53176
405;DeleteParentWithChildren;4,9633;57472
406;InsertParentWithChildren;5,7308;49304
406;GetParentsWithChildren;0,8173;24608
406;UpdateParentWithChildren;4,8309;53176
406;DeleteParentWithChildren;6,1837;57472
407;InsertParentWithChildren;6,8224;49304
407;GetParentsWithChildren;0,8770;24608
407;UpdateParentWithChildren;4,7507;53176
407;DeleteParentWithChildren;4,0094;57472
408;InsertParentWithChildren;3,9601;49304
408;GetParentsWithChildren;0,7471;24608
408;UpdateParentWithChildren;4,0802;53176
408;DeleteParentWithChildren;5,6222;57472
409;InsertParentWithChildren;5,8654;49304
409;GetParentsWithChildren;0,7152;24608
409;UpdateParentWithChildren;5,2221;53176
409;DeleteParentWithChildren;6,8451;57472
410;InsertParentWithChildren;5,3154;49304
410;GetParentsWithChildren;0,9314;24608
410;UpdateParentWithChildren;5,8880;49136
410;DeleteParentWithChildren;5,1259;57472
411;InsertParentWithChildren;3,6932;49304
411;GetParentsWithChildren;0,7743;24608
411;UpdateParentWithChildren;4,6422;49136
411;DeleteParentWithChildren;5,7423;57472
412;InsertParentWithChildren;6,9670;49304
412;GetParentsWithChildren;0,7559;20352
412;UpdateParentWithChildren;4,8410;53176
412;DeleteParentWithChildren;6,0339;57472
413;InsertParentWithChildren;4,6907;49304
413;GetParentsWithChildren;0,8385;24608
413;UpdateParentWithChildren;4,0493;53176
413;DeleteParentWithChildren;5,8140;57472
414;InsertParentWithChildren;3,9097;49304
414;GetParentsWithChildren;0,7192;24608
414;UpdateParentWithChildren;4,5973;53176
414;DeleteParentWithChildren;3,2165;57472
415;InsertParentWithChildren;5,6980;49304
415;GetParentsWithChildren;0,7226;24608
415;UpdateParentWithChildren;4,4447;53176
415;DeleteParentWithChildren;5,9007;57472
416;InsertParentWithChildren;5,0884;49304
416;GetParentsWithChildren;0,7162;24608
416;UpdateParentWithChildren;4,2632;53176
416;DeleteParentWithChildren;5,7251;57472
417;InsertParentWithChildren;3,6496;49304
417;GetParentsWithChildren;0,7384;24608
417;UpdateParentWithChildren;4,0026;53176
417;DeleteParentWithChildren;2,8298;57472
418;InsertParentWithChildren;6,9478;49304
418;GetParentsWithChildren;0,9167;24608
418;UpdateParentWithChildren;3,9467;53176
418;DeleteParentWithChildren;5,8770;57472
419;InsertParentWithChildren;3,2543;49304
419;GetParentsWithChildren;0,7484;24608
419;UpdateParentWithChildren;3,8789;53176
419;DeleteParentWithChildren;5,9087;57472
420;InsertParentWithChildren;6,1140;49304
420;GetParentsWithChildren;0,7905;24608
420;UpdateParentWithChildren;3,6827;53176
420;DeleteParentWithChildren;4,4783;57472
421;InsertParentWithChildren;5,6724;49304
421;GetParentsWithChildren;0,7387;24608
421;UpdateParentWithChildren;4,6736;53176
421;DeleteParentWithChildren;6,5523;57472
422;InsertParentWithChildren;6,5544;49304
422;GetParentsWithChildren;0,8193;24608
422;UpdateParentWithChildren;3,9070;53176
422;DeleteParentWithChildren;4,4896;57472
423;InsertParentWithChildren;5,8479;49304
423;GetParentsWithChildren;0,7951;24608
423;UpdateParentWithChildren;4,5539;53176
423;DeleteParentWithChildren;6,2012;57472
424;InsertParentWithChildren;3,0877;49304
424;GetParentsWithChildren;0,7104;24608
424;UpdateParentWithChildren;3,8542;53176
424;DeleteParentWithChildren;4,0216;57472
425;InsertParentWithChildren;4,2704;49304
425;GetParentsWithChildren;0,8647;24608
425;UpdateParentWithChildren;4,7776;53176
425;DeleteParentWithChildren;5,5377;57472
426;InsertParentWithChildren;4,5134;49304
426;GetParentsWithChildren;0,8723;24608
426;UpdateParentWithChildren;4,4160;53176
426;DeleteParentWithChildren;4,4594;57472
427;InsertParentWithChildren;3,0951;49304
427;GetParentsWithChildren;0,8377;24672
427;UpdateParentWithChildren;4,2139;49136
427;DeleteParentWithChildren;5,8805;57472
428;InsertParentWithChildren;3,7666;49304
428;GetParentsWithChildren;0,8364;24608
428;UpdateParentWithChildren;4,0850;49136
428;DeleteParentWithChildren;3,0017;57472
429;InsertParentWithChildren;4,4409;49304
429;GetParentsWithChildren;0,7775;24608
429;UpdateParentWithChildren;6,0380;49136
429;DeleteParentWithChildren;5,6097;57472
430;InsertParentWithChildren;4,7009;49304
430;GetParentsWithChildren;0,8753;24608
430;UpdateParentWithChildren;5,9764;49136
430;DeleteParentWithChildren;5,5052;57472
431;InsertParentWithChildren;4,0505;49304
431;GetParentsWithChildren;0,8490;24608
431;UpdateParentWithChildren;4,4267;53176
431;DeleteParentWithChildren;6,0940;57472
432;InsertParentWithChildren;3,5163;49304
432;GetParentsWithChildren;0,8992;24608
432;UpdateParentWithChildren;4,2492;53176
432;DeleteParentWithChildren;3,8543;57472
433;InsertParentWithChildren;5,5624;49304
433;GetParentsWithChildren;0,9985;24608
433;UpdateParentWithChildren;3,6703;53176
433;DeleteParentWithChildren;3,6038;57472
434;InsertParentWithChildren;5,3578;49304
434;GetParentsWithChildren;0,9298;24608
434;UpdateParentWithChildren;4,7497;53176
434;DeleteParentWithChildren;6,3518;57472
435;InsertParentWithChildren;6,6759;49304
435;GetParentsWithChildren;0,9566;24608
435;UpdateParentWithChildren;3,9750;53176
435;DeleteParentWithChildren;5,2741;57472
436;InsertParentWithChildren;6,2727;49304
436;GetParentsWithChildren;0,9656;24608
436;UpdateParentWithChildren;4,3833;53176
436;DeleteParentWithChildren;5,8674;57472
437;InsertParentWithChildren;4,3951;49304
437;GetParentsWithChildren;0,7933;24608
437;UpdateParentWithChildren;5,2581;53176
437;DeleteParentWithChildren;6,2787;57472
438;InsertParentWithChildren;4,9865;49304
438;GetParentsWithChildren;0,8270;24608
438;UpdateParentWithChildren;5,5707;53176
438;DeleteParentWithChildren;5,6003;57472
439;InsertParentWithChildren;3,9213;49304
439;GetParentsWithChildren;0,9634;24608
439;UpdateParentWithChildren;5,7412;53176
439;DeleteParentWithChildren;4,8698;57472
440;InsertParentWithChildren;5,6332;49304
440;GetParentsWithChildren;0,8465;24608
440;UpdateParentWithChildren;3,9048;53176
440;DeleteParentWithChildren;4,4075;57472
441;InsertParentWithChildren;6,5321;49304
441;GetParentsWithChildren;0,9485;24608
441;UpdateParentWithChildren;5,2028;53176
441;DeleteParentWithChildren;6,2722;57472
442;InsertParentWithChildren;4,8935;49304
442;GetParentsWithChildren;0,8943;24608
442;UpdateParentWithChildren;4,6093;53176
442;DeleteParentWithChildren;6,2350;57472
443;InsertParentWithChildren;5,3357;49304
443;GetParentsWithChildren;0,8652;24608
443;UpdateParentWithChildren;4,8516;53176
443;DeleteParentWithChildren;3,6844;57472
444;InsertParentWithChildren;4,5118;49304
444;GetParentsWithChildren;0,8068;24608
444;UpdateParentWithChildren;4,1167;53176
444;DeleteParentWithChildren;3,0237;57472
445;InsertParentWithChildren;4,0976;49304
445;GetParentsWithChildren;0,7125;24608
445;UpdateParentWithChildren;4,5074;53176
445;DeleteParentWithChildren;6,4364;57472
446;InsertParentWithChildren;4,9197;49304
446;GetParentsWithChildren;0,8547;24608
446;UpdateParentWithChildren;4,4220;49136
446;DeleteParentWithChildren;6,5799;57472
447;InsertParentWithChildren;4,0711;49304
447;GetParentsWithChildren;0,8585;24608
447;UpdateParentWithChildren;4,5319;49136
447;DeleteParentWithChildren;6,7649;57472
448;InsertParentWithChildren;5,9350;49304
448;GetParentsWithChildren;0,9122;24608
448;UpdateParentWithChildren;5,5358;49136
448;DeleteParentWithChildren;5,3847;57472
449;InsertParentWithChildren;4,0632;49304
449;GetParentsWithChildren;0,6921;24608
449;UpdateParentWithChildren;5,0880;49136
449;DeleteParentWithChildren;6,1573;57472
450;InsertParentWithChildren;4,7328;49304
450;GetParentsWithChildren;0,7912;24608
450;UpdateParentWithChildren;4,1348;53176
450;DeleteParentWithChildren;3,4946;57472
451;InsertParentWithChildren;3,9775;49304
451;GetParentsWithChildren;0,7979;24608
451;UpdateParentWithChildren;5,9377;53176
451;DeleteParentWithChildren;3,9575;57472
452;InsertParentWithChildren;3,6389;49304
452;GetParentsWithChildren;0,8643;24608
452;UpdateParentWithChildren;4,0052;53176
452;DeleteParentWithChildren;4,2754;57472
453;InsertParentWithChildren;3,6940;49304
453;GetParentsWithChildren;0,8701;24608
453;UpdateParentWithChildren;4,6882;53176
453;DeleteParentWithChildren;4,6710;57472
454;InsertParentWithChildren;4,5623;49304
454;GetParentsWithChildren;0,8617;24608
454;UpdateParentWithChildren;4,9423;53176
454;DeleteParentWithChildren;5,1491;57472
455;InsertParentWithChildren;4,5726;49304
455;GetParentsWithChildren;1,0582;24608
455;UpdateParentWithChildren;4,6330;53176
455;DeleteParentWithChildren;4,7508;57472
456;InsertParentWithChildren;5,7357;49304
456;GetParentsWithChildren;0,6954;24608
456;UpdateParentWithChildren;4,6419;53176
456;DeleteParentWithChildren;2,9976;57472
457;InsertParentWithChildren;4,1210;49304
457;GetParentsWithChildren;0,7261;24608
457;UpdateParentWithChildren;4,4737;53176
457;DeleteParentWithChildren;3,0053;57472
458;InsertParentWithChildren;4,5200;49304
458;GetParentsWithChildren;0,8478;24608
458;UpdateParentWithChildren;4,5891;53176
458;DeleteParentWithChildren;5,8143;57472
459;InsertParentWithChildren;4,9169;49304
459;GetParentsWithChildren;0,7490;24608
459;UpdateParentWithChildren;4,0873;53176
459;DeleteParentWithChildren;6,0051;57472
460;InsertParentWithChildren;4,8250;103920
460;GetParentsWithChildren;0,7776;24608
460;UpdateParentWithChildren;3,9383;53176
460;DeleteParentWithChildren;2,8495;57472
461;InsertParentWithChildren;4,6216;49304
461;GetParentsWithChildren;0,7822;20352
461;UpdateParentWithChildren;3,9339;53176
461;DeleteParentWithChildren;4,7340;57472
462;InsertParentWithChildren;4,0011;49304
462;GetParentsWithChildren;0,6999;24608
462;UpdateParentWithChildren;3,7023;53176
462;DeleteParentWithChildren;5,1082;57472
463;InsertParentWithChildren;4,0338;49304
463;GetParentsWithChildren;0,8948;24608
463;UpdateParentWithChildren;4,4483;49136
463;DeleteParentWithChildren;5,9129;57472
464;InsertParentWithChildren;4,1276;49304
464;GetParentsWithChildren;0,7266;24608
464;UpdateParentWithChildren;4,0333;49136
464;DeleteParentWithChildren;3,1180;57472
465;InsertParentWithChildren;3,8404;49304
465;GetParentsWithChildren;0,8742;24608
465;UpdateParentWithChildren;3,9849;49136
465;DeleteParentWithChildren;5,2946;57472
466;InsertParentWithChildren;5,7180;49304
466;GetParentsWithChildren;0,8495;24608
466;UpdateParentWithChildren;3,8386;49136
466;DeleteParentWithChildren;5,9737;57472
467;InsertParentWithChildren;7,3915;49304
467;GetParentsWithChildren;1,1179;24608
467;UpdateParentWithChildren;6,2372;49136
467;DeleteParentWithChildren;4,7954;57472
468;InsertParentWithChildren;5,8415;49304
468;GetParentsWithChildren;0,8565;24608
468;UpdateParentWithChildren;4,5693;53176
468;DeleteParentWithChildren;6,7589;57472
469;InsertParentWithChildren;4,5881;49304
469;GetParentsWithChildren;0,9486;24608
469;UpdateParentWithChildren;5,5355;53176
469;DeleteParentWithChildren;3,6857;57472
470;InsertParentWithChildren;5,9254;49304
470;GetParentsWithChildren;0,7873;24608
470;UpdateParentWithChildren;4,2999;53176
470;DeleteParentWithChildren;5,9966;57472
471;InsertParentWithChildren;5,9691;49304
471;GetParentsWithChildren;0,9920;24608
471;UpdateParentWithChildren;6,3873;53176
471;DeleteParentWithChildren;5,5317;57472
472;InsertParentWithChildren;6,9680;49304
472;GetParentsWithChildren;0,8858;24608
472;UpdateParentWithChildren;4,9878;53176
472;DeleteParentWithChildren;7,2216;57472
473;InsertParentWithChildren;7,1002;49304
473;GetParentsWithChildren;1,3450;24608
473;UpdateParentWithChildren;5,5927;53176
473;DeleteParentWithChildren;4,6003;57472
474;InsertParentWithChildren;6,2611;49304
474;GetParentsWithChildren;0,9095;24608
474;UpdateParentWithChildren;7,1375;53176
474;DeleteParentWithChildren;5,2319;57472
475;InsertParentWithChildren;6,5777;49304
475;GetParentsWithChildren;0,7396;24608
475;UpdateParentWithChildren;4,0145;53176
475;DeleteParentWithChildren;3,5586;57472
476;InsertParentWithChildren;6,9089;49304
476;GetParentsWithChildren;0,8201;24608
476;UpdateParentWithChildren;4,5262;53176
476;DeleteParentWithChildren;4,4258;57472
477;InsertParentWithChildren;5,7645;49304
477;GetParentsWithChildren;0,8392;24608
477;UpdateParentWithChildren;4,2370;53176
477;DeleteParentWithChildren;7,0841;57472
478;InsertParentWithChildren;7,3209;49304
478;GetParentsWithChildren;0,9188;24608
478;UpdateParentWithChildren;4,6947;53176
478;DeleteParentWithChildren;6,1411;57472
479;InsertParentWithChildren;3,3627;49304
479;GetParentsWithChildren;0,9316;24608
479;UpdateParentWithChildren;7,9949;53176
479;DeleteParentWithChildren;5,1140;57472
480;InsertParentWithChildren;3,6804;49304
480;GetParentsWithChildren;1,0009;24608
480;UpdateParentWithChildren;4,7540;53176
480;DeleteParentWithChildren;5,3752;57472
481;InsertParentWithChildren;6,6814;49304
481;GetParentsWithChildren;0,8732;24608
481;UpdateParentWithChildren;4,2041;53176
481;DeleteParentWithChildren;6,9002;49344
482;InsertParentWithChildren;5,0125;49304
482;GetParentsWithChildren;1,0457;24608
482;UpdateParentWithChildren;4,5830;53176
482;DeleteParentWithChildren;5,7911;53000
483;InsertParentWithChildren;5,9489;53352
483;GetParentsWithChildren;0,7072;20352
483;UpdateParentWithChildren;4,3152;53176
483;DeleteParentWithChildren;4,1715;57472
484;InsertParentWithChildren;6,4747;49304
484;GetParentsWithChildren;0,9925;24608
484;UpdateParentWithChildren;4,5407;53176
484;DeleteParentWithChildren;7,2215;57472
485;InsertParentWithChildren;4,5436;49304
485;GetParentsWithChildren;1,0269;24608
485;UpdateParentWithChildren;5,3240;53176
485;DeleteParentWithChildren;4,7799;57472
486;InsertParentWithChildren;5,4533;49304
486;GetParentsWithChildren;0,8291;24608
