Run;MethodName;Duration(ms);MemoryUsed(bytes)
162;InsertParentWithChildren;5,4532;49224
162;GetParentsWithChildren;0,8172;24632
162;UpdateParentWithChildren;5,4167;49208
162;DeleteParentWithChildren;3,3661;57544
163;InsertParentWithChildren;5,3093;49224
163;GetParentsWithChildren;0,8128;24632
163;UpdateParentWithChildren;4,4363;53176
163;DeleteParentWithChildren;5,2943;57544
164;InsertParentWithChildren;5,7271;49224
164;GetParentsWithChildren;0,8823;24632
164;UpdateParentWithChildren;4,5521;53176
164;DeleteParentWithChildren;3,4329;57544
165;InsertParentWithChildren;7,2853;49224
165;GetParentsWithChildren;0,7841;24632
165;UpdateParentWithChildren;4,6549;53176
165;DeleteParentWithChildren;5,4435;57544
166;InsertParentWithChildren;5,1833;49224
166;GetParentsWithChildren;0,7210;24632
166;UpdateParentWithChildren;5,1074;53176
166;DeleteParentWithChildren;3,3225;57544
167;InsertParentWithChildren;5,2176;49344
167;GetParentsWithChildren;0,6880;24632
167;UpdateParentWithChildren;5,1951;53176
167;DeleteParentWithChildren;5,2504;57544
168;InsertParentWithChildren;3,2881;49224
168;GetParentsWithChildren;0,6989;24632
168;UpdateParentWithChildren;4,3635;53176
168;DeleteParentWithChildren;5,9948;57544
169;InsertParentWithChildren;4,5376;49224
169;GetParentsWithChildren;0,8176;24608
169;UpdateParentWithChildren;6,2858;53176
169;DeleteParentWithChildren;7,8876;57520
170;InsertParentWithChildren;7,1861;49224
170;GetParentsWithChildren;0,8856;24608
170;UpdateParentWithChildren;6,0742;53176
170;DeleteParentWithChildren;5,3045;57520
171;InsertParentWithChildren;4,6900;49224
171;GetParentsWithChildren;0,7603;20352
171;UpdateParentWithChildren;5,3711;53176
171;DeleteParentWithChildren;4,7808;57520
172;InsertParentWithChildren;4,3544;49224
172;GetParentsWithChildren;0,7740;24608
172;UpdateParentWithChildren;4,6505;53176
172;DeleteParentWithChildren;4,4981;57520
173;InsertParentWithChildren;3,4881;49224
173;GetParentsWithChildren;0,6886;24608
173;UpdateParentWithChildren;5,6405;53176
173;DeleteParentWithChildren;5,1369;57520
174;InsertParentWithChildren;4,2538;49224
174;GetParentsWithChildren;1,0106;24608
174;UpdateParentWithChildren;3,8133;49184
174;DeleteParentWithChildren;4,8463;57520
175;InsertParentWithChildren;6,2051;49224
175;GetParentsWithChildren;0,6828;24608
175;UpdateParentWithChildren;4,1979;49184
175;DeleteParentWithChildren;4,5838;57520
176;InsertParentWithChildren;6,4584;49224
176;GetParentsWithChildren;0,7975;24608
176;UpdateParentWithChildren;5,0356;49184
176;DeleteParentWithChildren;6,7095;57520
177;InsertParentWithChildren;6,1170;49304
177;GetParentsWithChildren;0,7252;24608
177;UpdateParentWithChildren;4,6717;49184
177;DeleteParentWithChildren;5,7460;57520
178;InsertParentWithChildren;4,8934;49304
178;GetParentsWithChildren;0,7460;24608
178;UpdateParentWithChildren;4,2326;49184
178;DeleteParentWithChildren;6,5661;57520
179;InsertParentWithChildren;4,8227;49304
179;GetParentsWithChildren;0,6619;24608
179;UpdateParentWithChildren;5,1544;53176
179;DeleteParentWithChildren;4,5718;57520
180;InsertParentWithChildren;4,3771;49304
180;GetParentsWithChildren;0,7420;24608
180;UpdateParentWithChildren;4,6326;53176
180;DeleteParentWithChildren;4,4731;57520
181;InsertParentWithChildren;5,0111;49304
181;GetParentsWithChildren;0,8361;24608
181;UpdateParentWithChildren;7,4348;53176
181;DeleteParentWithChildren;4,8233;57520
182;InsertParentWithChildren;3,8478;49304
182;GetParentsWithChildren;0,7521;24608
182;UpdateParentWithChildren;4,5045;53176
182;DeleteParentWithChildren;6,3630;57520
183;InsertParentWithChildren;6,1105;49304
183;GetParentsWithChildren;0,9181;24608
183;UpdateParentWithChildren;4,3839;53176
183;DeleteParentWithChildren;6,1226;57520
184;InsertParentWithChildren;6,8804;49304
184;GetParentsWithChildren;0,8030;24608
184;UpdateParentWithChildren;4,5410;53176
184;DeleteParentWithChildren;4,9652;57520
185;InsertParentWithChildren;3,4134;49304
185;GetParentsWithChildren;0,8315;24608
185;UpdateParentWithChildren;4,1470;53176
185;DeleteParentWithChildren;5,1469;57520
186;InsertParentWithChildren;4,5626;49304
186;GetParentsWithChildren;0,7899;24608
186;UpdateParentWithChildren;6,6621;53176
186;DeleteParentWithChildren;3,3093;57472
187;InsertParentWithChildren;4,8953;49304
187;GetParentsWithChildren;0,9832;24608
187;UpdateParentWithChildren;4,5346;53176
187;DeleteParentWithChildren;5,7326;57472
188;InsertParentWithChildren;5,1016;49304
188;GetParentsWithChildren;0,7338;24608
188;UpdateParentWithChildren;5,8931;53176
188;DeleteParentWithChildren;5,4590;57472
189;InsertParentWithChildren;4,3329;49304
189;GetParentsWithChildren;0,9089;24608
189;UpdateParentWithChildren;4,4255;53176
189;DeleteParentWithChildren;4,5711;57472
190;InsertParentWithChildren;4,5181;49304
190;GetParentsWithChildren;0,7296;24608
190;UpdateParentWithChildren;4,9264;49136
190;DeleteParentWithChildren;2,9057;57472
191;InsertParentWithChildren;3,9477;49304
191;GetParentsWithChildren;0,6974;24608
191;UpdateParentWithChildren;4,2600;49136
191;DeleteParentWithChildren;3,3848;57472
192;InsertParentWithChildren;4,1060;49304
192;GetParentsWithChildren;0,7643;24608
192;UpdateParentWithChildren;4,0835;49136
192;DeleteParentWithChildren;5,2639;57472
193;InsertParentWithChildren;3,8346;49304
193;GetParentsWithChildren;0,6270;24608
193;UpdateParentWithChildren;4,7405;49136
193;DeleteParentWithChildren;4,2579;57472
194;InsertParentWithChildren;4,1595;49304
194;GetParentsWithChildren;0,6043;24608
194;UpdateParentWithChildren;5,0613;53176
194;DeleteParentWithChildren;4,0440;57472
195;InsertParentWithChildren;4,8602;49304
195;GetParentsWithChildren;0,8058;24608
195;UpdateParentWithChildren;4,5272;53176
195;DeleteParentWithChildren;5,1426;57472
196;InsertParentWithChildren;4,3178;49304
196;GetParentsWithChildren;0,7206;24608
196;UpdateParentWithChildren;4,2939;53176
196;DeleteParentWithChildren;6,2765;57472
197;InsertParentWithChildren;6,3503;49304
197;GetParentsWithChildren;0,7768;24608
197;UpdateParentWithChildren;3,6523;53176
197;DeleteParentWithChildren;2,9543;57472
198;InsertParentWithChildren;6,5097;49304
198;GetParentsWithChildren;0,8015;24608
198;UpdateParentWithChildren;4,8925;53176
198;DeleteParentWithChildren;4,3581;57472
199;InsertParentWithChildren;7,1123;49304
199;GetParentsWithChildren;0,7507;24608
199;UpdateParentWithChildren;5,0114;53176
199;DeleteParentWithChildren;5,1698;57472
200;InsertParentWithChildren;3,8014;49304
200;GetParentsWithChildren;0,7721;24608
200;UpdateParentWithChildren;5,0557;53176
200;DeleteParentWithChildren;5,3207;57472
201;InsertParentWithChildren;4,9418;49304
201;GetParentsWithChildren;0,8528;24608
201;UpdateParentWithChildren;4,1962;53176
201;DeleteParentWithChildren;5,2483;57472
202;InsertParentWithChildren;3,1784;49304
202;GetParentsWithChildren;0,7880;24608
202;UpdateParentWithChildren;5,3348;53176
202;DeleteParentWithChildren;4,1637;57472
203;InsertParentWithChildren;5,1555;49304
203;GetParentsWithChildren;0,7252;24608
203;UpdateParentWithChildren;4,0158;53176
203;DeleteParentWithChildren;3,4707;57472
204;InsertParentWithChildren;4,5975;49304
204;GetParentsWithChildren;0,5983;24608
204;UpdateParentWithChildren;4,0221;53176
204;DeleteParentWithChildren;5,0799;57472
205;InsertParentWithChildren;3,9608;49304
205;GetParentsWithChildren;0,6717;24672
205;UpdateParentWithChildren;3,8632;53176
205;DeleteParentWithChildren;4,0446;57472
206;InsertParentWithChildren;4,7282;49304
206;GetParentsWithChildren;0,8631;24608
206;UpdateParentWithChildren;4,0269;53176
206;DeleteParentWithChildren;4,0728;57472
207;InsertParentWithChildren;3,2630;49304
207;GetParentsWithChildren;0,7430;24608
207;UpdateParentWithChildren;4,7585;49136
207;DeleteParentWithChildren;4,5227;57472
208;InsertParentWithChildren;7,8527;49304
208;GetParentsWithChildren;0,8499;24608
208;UpdateParentWithChildren;3,9213;49136
208;DeleteParentWithChildren;4,7468;57472
209;InsertParentWithChildren;4,1663;49304
209;GetParentsWithChildren;0,7842;24608
209;UpdateParentWithChildren;3,4307;49136
209;DeleteParentWithChildren;5,5262;57472
210;InsertParentWithChildren;4,7289;49304
210;GetParentsWithChildren;0,7105;24608
210;UpdateParentWithChildren;3,9170;49136
210;DeleteParentWithChildren;5,7430;57472
211;InsertParentWithChildren;4,0669;49304
211;GetParentsWithChildren;0,6317;24608
211;UpdateParentWithChildren;4,5337;49136
211;DeleteParentWithChildren;2,8896;57472
212;InsertParentWithChildren;4,5632;49304
212;GetParentsWithChildren;0,6664;24608
212;UpdateParentWithChildren;4,3812;49136
212;DeleteParentWithChildren;3,3998;57472
213;InsertParentWithChildren;4,5047;49304
213;GetParentsWithChildren;0,7133;24608
213;UpdateParentWithChildren;4,4023;53176
213;DeleteParentWithChildren;6,3754;57472
214;InsertParentWithChildren;3,6253;49304
214;GetParentsWithChildren;0,5942;24608
214;UpdateParentWithChildren;4,9775;53176
214;DeleteParentWithChildren;4,5913;57472
215;InsertParentWithChildren;5,0644;49304
215;GetParentsWithChildren;0,6433;24608
215;UpdateParentWithChildren;4,5942;53176
215;DeleteParentWithChildren;3,3800;57472
216;InsertParentWithChildren;4,7010;77752
216;GetParentsWithChildren;0,6262;24608
216;UpdateParentWithChildren;4,6479;53176
216;DeleteParentWithChildren;4,8334;57472
217;InsertParentWithChildren;4,1337;49304
217;GetParentsWithChildren;0,6505;24608
217;UpdateParentWithChildren;4,7628;53176
217;DeleteParentWithChildren;5,6181;57472
218;InsertParentWithChildren;5,2445;49304
218;GetParentsWithChildren;0,6706;24608
218;UpdateParentWithChildren;5,7378;53176
218;DeleteParentWithChildren;4,1513;57472
219;InsertParentWithChildren;6,6326;49304
219;GetParentsWithChildren;0,8481;24608
219;UpdateParentWithChildren;4,5814;53176
219;DeleteParentWithChildren;4,1579;57472
220;InsertParentWithChildren;3,9184;49304
220;GetParentsWithChildren;0,6528;20352
220;UpdateParentWithChildren;4,9110;53176
220;DeleteParentWithChildren;5,8674;57472
221;InsertParentWithChildren;6,7770;49304
221;GetParentsWithChildren;1,1526;24608
221;UpdateParentWithChildren;5,0751;53176
221;DeleteParentWithChildren;6,4416;57472
222;InsertParentWithChildren;4,7893;49304
222;GetParentsWithChildren;1,2337;24608
222;UpdateParentWithChildren;4,8991;49136
222;DeleteParentWithChildren;6,8034;57472
223;InsertParentWithChildren;5,0893;49304
223;GetParentsWithChildren;0,8386;24608
223;UpdateParentWithChildren;5,1775;49136
223;DeleteParentWithChildren;4,3836;57472
224;InsertParentWithChildren;4,6754;49304
224;GetParentsWithChildren;1,0601;24608
224;UpdateParentWithChildren;4,9467;53176
224;DeleteParentWithChildren;5,6548;57472
225;InsertParentWithChildren;4,4142;49304
225;GetParentsWithChildren;0,7427;24608
225;UpdateParentWithChildren;4,7425;53176
225;DeleteParentWithChildren;4,3274;57472
226;InsertParentWithChildren;4,5176;49304
226;GetParentsWithChildren;0,7682;24608
226;UpdateParentWithChildren;5,6229;53176
226;DeleteParentWithChildren;3,0085;57472
227;InsertParentWithChildren;4,4245;49304
227;GetParentsWithChildren;0,7348;24608
227;UpdateParentWithChildren;4,2398;53176
227;DeleteParentWithChildren;3,5385;57472
228;InsertParentWithChildren;4,2276;49304
228;GetParentsWithChildren;0,8612;24608
228;UpdateParentWithChildren;5,0579;53176
228;DeleteParentWithChildren;4,4753;57472
229;InsertParentWithChildren;5,7974;49304
229;GetParentsWithChildren;1,0840;24608
229;UpdateParentWithChildren;4,2345;53176
229;DeleteParentWithChildren;5,1878;57472
230;InsertParentWithChildren;4,8194;49304
230;GetParentsWithChildren;0,8987;24608
230;UpdateParentWithChildren;7,0712;53176
230;DeleteParentWithChildren;5,4660;57472
231;InsertParentWithChildren;7,0257;49304
231;GetParentsWithChildren;0,8509;24608
231;UpdateParentWithChildren;5,5090;53176
231;DeleteParentWithChildren;6,7470;57472
232;InsertParentWithChildren;4,9745;49304
232;GetParentsWithChildren;0,8223;24608
232;UpdateParentWithChildren;5,1272;53176
232;DeleteParentWithChildren;4,8914;57472
233;InsertParentWithChildren;4,5947;49304
233;GetParentsWithChildren;0,8331;24608
233;UpdateParentWithChildren;4,8396;53176
233;DeleteParentWithChildren;5,4334;57472
234;InsertParentWithChildren;6,5498;49304
234;GetParentsWithChildren;0,7382;24608
234;UpdateParentWithChildren;4,6783;53176
234;DeleteParentWithChildren;6,6354;57472
235;InsertParentWithChildren;4,3174;49304
235;GetParentsWithChildren;0,6662;24608
235;UpdateParentWithChildren;4,4006;53176
235;DeleteParentWithChildren;2,8770;57472
236;InsertParentWithChildren;4,5359;49304
236;GetParentsWithChildren;0,8348;24608
236;UpdateParentWithChildren;5,9918;53176
236;DeleteParentWithChildren;4,6003;57472
237;InsertParentWithChildren;3,1366;49304
237;GetParentsWithChildren;0,6953;24608
237;UpdateParentWithChildren;4,2785;53176
237;DeleteParentWithChildren;5,1888;57472
238;InsertParentWithChildren;6,7532;49304
238;GetParentsWithChildren;0,6703;24608
238;UpdateParentWithChildren;5,9855;53176
238;DeleteParentWithChildren;6,4036;57472
239;InsertParentWithChildren;7,0355;49304
239;GetParentsWithChildren;1,0818;24672
239;UpdateParentWithChildren;5,2398;49136
239;DeleteParentWithChildren;6,4092;57472
240;InsertParentWithChildren;6,1260;53352
240;GetParentsWithChildren;0,6823;20352
240;UpdateParentWithChildren;5,0499;53176
240;DeleteParentWithChildren;3,6100;57472
241;InsertParentWithChildren;5,7956;49304
241;GetParentsWithChildren;0,7468;24608
241;UpdateParentWithChildren;4,6666;53176
241;DeleteParentWithChildren;5,1271;57472
242;InsertParentWithChildren;5,0907;49304
242;GetParentsWithChildren;0,8925;24608
242;UpdateParentWithChildren;4,6228;53176
242;DeleteParentWithChildren;5,0771;57472
243;InsertParentWithChildren;4,7196;49304
243;GetParentsWithChildren;0,9238;24608
243;UpdateParentWithChildren;4,4981;53176
243;DeleteParentWithChildren;5,1079;57472
244;InsertParentWithChildren;6,1612;49304
244;GetParentsWithChildren;0,7409;24608
244;UpdateParentWithChildren;5,1801;53176
244;DeleteParentWithChildren;2,9838;57472
245;InsertParentWithChildren;5,1098;49304
245;GetParentsWithChildren;0,7180;24608
245;UpdateParentWithChildren;4,5438;53176
245;DeleteParentWithChildren;4,3918;57472
246;InsertParentWithChildren;4,5107;49304
246;GetParentsWithChildren;0,7543;24608
246;UpdateParentWithChildren;4,2867;53176
246;DeleteParentWithChildren;4,5416;57472
247;InsertParentWithChildren;4,5831;49304
247;GetParentsWithChildren;0,7781;24608
247;UpdateParentWithChildren;4,0750;53176
247;DeleteParentWithChildren;5,2590;57472
248;InsertParentWithChildren;4,6211;49304
248;GetParentsWithChildren;0,7972;24608
248;UpdateParentWithChildren;4,2018;53176
248;DeleteParentWithChildren;5,2123;57472
249;InsertParentWithChildren;6,4220;49304
249;GetParentsWithChildren;0,7523;24608
249;UpdateParentWithChildren;7,0015;53176
249;DeleteParentWithChildren;5,8223;57472
250;InsertParentWithChildren;6,4270;49304
250;GetParentsWithChildren;0,7977;24608
250;UpdateParentWithChildren;3,9717;53176
250;DeleteParentWithChildren;5,0258;57472
251;InsertParentWithChildren;5,5802;49304
251;GetParentsWithChildren;12,9885;24608
251;UpdateParentWithChildren;7,1047;53176
251;DeleteParentWithChildren;6,9664;57472
252;InsertParentWithChildren;4,3276;49304
252;GetParentsWithChildren;0,8147;24608
252;UpdateParentWithChildren;4,9944;53176
252;DeleteParentWithChildren;3,3450;57472
253;InsertParentWithChildren;6,2960;49304
253;GetParentsWithChildren;0,8279;24608
253;UpdateParentWithChildren;4,2170;53176
253;DeleteParentWithChildren;4,1574;57472
254;InsertParentWithChildren;2,8588;49304
254;GetParentsWithChildren;0,6974;24608
254;UpdateParentWithChildren;3,9754;53176
254;DeleteParentWithChildren;5,5815;57472
255;InsertParentWithChildren;3,4688;49304
255;GetParentsWithChildren;0,6329;24608
255;UpdateParentWithChildren;4,6335;53176
255;DeleteParentWithChildren;4,0807;57472
256;InsertParentWithChildren;7,2637;49304
256;GetParentsWithChildren;0,8139;24608
256;UpdateParentWithChildren;5,2153;53176
256;DeleteParentWithChildren;4,9333;53000
257;InsertParentWithChildren;4,1627;53352
257;GetParentsWithChildren;0,7085;20352
257;UpdateParentWithChildren;3,9959;53176
257;DeleteParentWithChildren;4,8440;57472
258;InsertParentWithChildren;5,3313;49304
258;GetParentsWithChildren;0,7587;24608
258;UpdateParentWithChildren;3,8484;53176
258;DeleteParentWithChildren;5,6178;57472
259;InsertParentWithChildren;4,7026;49304
259;GetParentsWithChildren;0,7645;24608
259;UpdateParentWithChildren;4,0421;53176
259;DeleteParentWithChildren;3,1096;57472
260;InsertParentWithChildren;4,0893;49304
260;GetParentsWithChildren;0,7253;24608
260;UpdateParentWithChildren;4,4290;53176
260;DeleteParentWithChildren;4,8825;57472
261;InsertParentWithChildren;4,2810;49304
261;GetParentsWithChildren;0,7115;24608
261;UpdateParentWithChildren;3,9513;53176
261;DeleteParentWithChildren;4,4260;57472
262;InsertParentWithChildren;4,7468;49304
262;GetParentsWithChildren;0,6205;24608
262;UpdateParentWithChildren;4,5365;53176
262;DeleteParentWithChildren;6,5417;57472
263;InsertParentWithChildren;4,3308;49304
263;GetParentsWithChildren;0,7200;24608
263;UpdateParentWithChildren;3,6394;53176
263;DeleteParentWithChildren;2,8907;57472
264;InsertParentWithChildren;4,5841;49304
264;GetParentsWithChildren;0,9822;24608
264;UpdateParentWithChildren;4,4551;53176
264;DeleteParentWithChildren;6,3679;57472
265;InsertParentWithChildren;3,7487;49304
265;GetParentsWithChildren;0,6723;24608
265;UpdateParentWithChildren;4,0473;53176
265;DeleteParentWithChildren;4,3019;57472
266;InsertParentWithChildren;4,8446;49304
266;GetParentsWithChildren;0,7988;24608
266;UpdateParentWithChildren;4,9002;53176
266;DeleteParentWithChildren;5,3350;57472
267;InsertParentWithChildren;6,6092;49304
267;GetParentsWithChildren;0,7338;24608
267;UpdateParentWithChildren;4,5620;53176
267;DeleteParentWithChildren;6,3600;57472
268;InsertParentWithChildren;4,5902;49304
268;GetParentsWithChildren;0,7423;20352
268;UpdateParentWithChildren;3,8733;53176
268;DeleteParentWithChildren;2,7469;57472
269;InsertParentWithChildren;4,3140;49304
269;GetParentsWithChildren;0,7686;24608
269;UpdateParentWithChildren;4,7169;53176
269;DeleteParentWithChildren;5,4398;57472
270;InsertParentWithChildren;4,0726;49304
270;GetParentsWithChildren;0,7312;24608
270;UpdateParentWithChildren;4,1709;53176
270;DeleteParentWithChildren;4,8043;57472
271;InsertParentWithChildren;4,4967;49304
271;GetParentsWithChildren;0,7651;24608
271;UpdateParentWithChildren;4,5248;53176
271;DeleteParentWithChildren;3,9889;57472
272;InsertParentWithChildren;4,0223;49304
272;GetParentsWithChildren;0,6829;24608
272;UpdateParentWithChildren;4,0622;49136
272;DeleteParentWithChildren;2,9849;57472
273;InsertParentWithChildren;4,2530;49304
273;GetParentsWithChildren;0,6924;24608
273;UpdateParentWithChildren;6,4359;49136
273;DeleteParentWithChildren;4,9569;57472
274;InsertParentWithChildren;4,1985;49304
274;GetParentsWithChildren;0,6433;24608
274;UpdateParentWithChildren;3,9981;49136
274;DeleteParentWithChildren;4,7391;57472
275;InsertParentWithChildren;5,6707;49304
275;GetParentsWithChildren;0,6304;24608
275;UpdateParentWithChildren;4,5216;49136
275;DeleteParentWithChildren;5,7801;57472
276;InsertParentWithChildren;4,4661;49304
276;GetParentsWithChildren;0,7773;24608
276;UpdateParentWithChildren;4,1211;53176
276;DeleteParentWithChildren;2,9689;57472
277;InsertParentWithChildren;4,8843;49304
277;GetParentsWithChildren;0,7817;24608
277;UpdateParentWithChildren;4,8974;53176
277;DeleteParentWithChildren;4,2023;57472
278;InsertParentWithChildren;3,7476;49304
278;GetParentsWithChildren;0,7606;24608
278;UpdateParentWithChildren;3,9751;53176
278;DeleteParentWithChildren;4,5258;57472
279;InsertParentWithChildren;4,4551;49304
279;GetParentsWithChildren;0,8594;24608
279;UpdateParentWithChildren;4,4906;53176
279;DeleteParentWithChildren;4,8456;57472
280;InsertParentWithChildren;4,5438;49304
280;GetParentsWithChildren;0,7999;24608
280;UpdateParentWithChildren;4,3881;53176
280;DeleteParentWithChildren;4,0928;57472
281;InsertParentWithChildren;6,7511;49304
281;GetParentsWithChildren;0,7122;24608
281;UpdateParentWithChildren;5,0545;53176
281;DeleteParentWithChildren;5,2441;57472
282;InsertParentWithChildren;6,7255;49304
282;GetParentsWithChildren;1,1737;24608
282;UpdateParentWithChildren;5,6114;53176
282;DeleteParentWithChildren;5,0020;57472
283;InsertParentWithChildren;5,3487;49304
283;GetParentsWithChildren;0,7690;24608
283;UpdateParentWithChildren;3,5750;53176
283;DeleteParentWithChildren;3,5989;57472
284;InsertParentWithChildren;6,4752;49304
284;GetParentsWithChildren;0,7117;24608
284;UpdateParentWithChildren;5,4894;53176
284;DeleteParentWithChildren;5,9032;57472
285;InsertParentWithChildren;6,4174;49304
285;GetParentsWithChildren;0,8497;24608
285;UpdateParentWithChildren;3,6990;53176
285;DeleteParentWithChildren;4,6088;57472
286;InsertParentWithChildren;4,4688;49304
286;GetParentsWithChildren;0,7267;24608
286;UpdateParentWithChildren;4,3090;53176
286;DeleteParentWithChildren;5,7098;57472
287;InsertParentWithChildren;3,4671;49304
287;GetParentsWithChildren;0,6977;24608
287;UpdateParentWithChildren;4,0384;53176
287;DeleteParentWithChildren;6,1110;57472
288;InsertParentWithChildren;7,3547;49304
288;GetParentsWithChildren;0,7977;24608
288;UpdateParentWithChildren;3,6369;53176
288;DeleteParentWithChildren;5,0724;57472
289;InsertParentWithChildren;3,9908;49304
289;GetParentsWithChildren;0,6037;24608
289;UpdateParentWithChildren;4,0189;49136
289;DeleteParentWithChildren;5,0273;57472
290;InsertParentWithChildren;3,9609;49304
290;GetParentsWithChildren;0,7886;24608
290;UpdateParentWithChildren;4,4309;49136
290;DeleteParentWithChildren;5,5458;57472
291;InsertParentWithChildren;7,2862;49304
291;GetParentsWithChildren;0,7353;24608
291;UpdateParentWithChildren;3,5679;49136
291;DeleteParentWithChildren;4,5899;57472
292;InsertParentWithChildren;5,6789;49304
292;GetParentsWithChildren;0,7219;24608
292;UpdateParentWithChildren;4,1561;53176
292;DeleteParentWithChildren;5,8432;57472
293;InsertParentWithChildren;3,5639;49304
293;GetParentsWithChildren;0,7754;24608
293;UpdateParentWithChildren;4,0857;53176
293;DeleteParentWithChildren;4,0897;57472
294;InsertParentWithChildren;4,5979;49304
294;GetParentsWithChildren;1,1531;24608
294;UpdateParentWithChildren;6,3514;53176
294;DeleteParentWithChildren;6,0703;57472
295;InsertParentWithChildren;3,5402;49304
295;GetParentsWithChildren;0,7361;24608
295;UpdateParentWithChildren;4,1032;53176
295;DeleteParentWithChildren;5,9345;57472
296;InsertParentWithChildren;3,8724;49304
296;GetParentsWithChildren;0,7709;24608
296;UpdateParentWithChildren;4,1664;53176
296;DeleteParentWithChildren;3,1210;57472
297;InsertParentWithChildren;4,0543;49304
297;GetParentsWithChildren;0,7949;24608
297;UpdateParentWithChildren;4,0648;53176
297;DeleteParentWithChildren;4,6515;57472
298;InsertParentWithChildren;3,6993;49304
298;GetParentsWithChildren;0,6457;24608
298;UpdateParentWithChildren;5,7346;53176
298;DeleteParentWithChildren;5,8813;57472
299;InsertParentWithChildren;3,6000;49304
299;GetParentsWithChildren;0,6333;24608
299;UpdateParentWithChildren;4,3365;53176
299;DeleteParentWithChildren;5,5960;57472
300;InsertParentWithChildren;6,3534;49304
300;GetParentsWithChildren;0,7855;24608
300;UpdateParentWithChildren;3,5468;53176
300;DeleteParentWithChildren;4,3172;57472
301;InsertParentWithChildren;5,9948;49304
301;GetParentsWithChildren;0,7608;24608
301;UpdateParentWithChildren;4,1590;53176
301;DeleteParentWithChildren;5,9536;57472
302;InsertParentWithChildren;3,4955;49304
302;GetParentsWithChildren;0,6980;24608
302;UpdateParentWithChildren;4,5461;53176
302;DeleteParentWithChildren;5,1685;57472
303;InsertParentWithChildren;5,5222;49304
303;GetParentsWithChildren;0,7251;24608
303;UpdateParentWithChildren;4,1776;53176
303;DeleteParentWithChildren;4,1804;57472
304;InsertParentWithChildren;5,7146;49304
304;GetParentsWithChildren;0,7455;24608
304;UpdateParentWithChildren;4,4782;53176
304;DeleteParentWithChildren;6,0972;57472
305;InsertParentWithChildren;3,1181;49304
305;GetParentsWithChildren;0,7691;24608
305;UpdateParentWithChildren;3,7867;53176
305;DeleteParentWithChildren;3,7784;57472
306;InsertParentWithChildren;4,2313;49304
306;GetParentsWithChildren;0,7288;24608
306;UpdateParentWithChildren;4,1965;49136
306;DeleteParentWithChildren;4,6308;57472
307;InsertParentWithChildren;4,4577;49304
307;GetParentsWithChildren;0,7499;24608
307;UpdateParentWithChildren;6,2950;49136
307;DeleteParentWithChildren;5,7658;57472
308;InsertParentWithChildren;3,1995;49304
308;GetParentsWithChildren;0,7291;24608
308;UpdateParentWithChildren;4,6014;49136
308;DeleteParentWithChildren;5,5855;57472
309;InsertParentWithChildren;7,2084;49304
309;GetParentsWithChildren;1,0438;24608
309;UpdateParentWithChildren;5,9299;49136
309;DeleteParentWithChildren;5,3830;57472
310;InsertParentWithChildren;5,1004;49304
310;GetParentsWithChildren;0,7043;24608
310;UpdateParentWithChildren;5,1289;49136
310;DeleteParentWithChildren;3,6167;57472
311;InsertParentWithChildren;5,0189;49304
311;GetParentsWithChildren;0,6651;24608
311;UpdateParentWithChildren;4,7023;53176
311;DeleteParentWithChildren;3,0289;57472
312;InsertParentWithChildren;4,6779;49304
312;GetParentsWithChildren;0,8754;24608
312;UpdateParentWithChildren;3,9630;53176
312;DeleteParentWithChildren;3,8138;57472
313;InsertParentWithChildren;3,4809;49304
313;GetParentsWithChildren;0,6381;24608
313;UpdateParentWithChildren;4,2375;53176
313;DeleteParentWithChildren;7,0295;57472
314;InsertParentWithChildren;5,6579;49304
314;GetParentsWithChildren;0,6571;24608
314;UpdateParentWithChildren;5,8962;53176
314;DeleteParentWithChildren;3,4385;57472
315;InsertParentWithChildren;4,1012;49304
315;GetParentsWithChildren;0,7028;24608
315;UpdateParentWithChildren;3,8310;53176
315;DeleteParentWithChildren;4,9873;57472
316;InsertParentWithChildren;4,3106;49304
316;GetParentsWithChildren;0,6802;20352
316;UpdateParentWithChildren;3,4116;53176
316;DeleteParentWithChildren;4,4648;57472
317;InsertParentWithChildren;6,0501;49304
317;GetParentsWithChildren;0,6732;24608
317;UpdateParentWithChildren;4,3063;53352
317;DeleteParentWithChildren;6,7115;57472
318;InsertParentWithChildren;7,0203;49304
318;GetParentsWithChildren;0,7203;24608
318;UpdateParentWithChildren;3,8301;53176
318;DeleteParentWithChildren;4,8488;57472
319;InsertParentWithChildren;4,0222;49304
319;GetParentsWithChildren;0,8113;24608
319;UpdateParentWithChildren;4,5047;53176
319;DeleteParentWithChildren;5,0823;57472
320;InsertParentWithChildren;3,5636;49304
320;GetParentsWithChildren;0,7373;24608
320;UpdateParentWithChildren;4,0380;53176
320;DeleteParentWithChildren;5,8296;57472
321;InsertParentWithChildren;8,7321;49304
321;GetParentsWithChildren;0,9576;24608
321;UpdateParentWithChildren;6,6401;53176
321;DeleteParentWithChildren;5,9687;57472
322;InsertParentWithChildren;6,5111;49304
322;GetParentsWithChildren;0,7919;24608
322;UpdateParentWithChildren;4,6474;49136
322;DeleteParentWithChildren;4,3002;57472
323;InsertParentWithChildren;3,8901;49304
323;GetParentsWithChildren;0,6814;24608
323;UpdateParentWithChildren;4,4661;49136
323;DeleteParentWithChildren;3,9551;57472
324;InsertParentWithChildren;4,0540;49304
